# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.235105    0.185845
2    0.348978    0.288433
3    0.43047    0.353216
4    0.496127    0.400046
5    0.559342    0.438216
6    0.622685    0.465176
7    0.694965    0.490411
8    0.764104    0.508438
9    0.836141    0.523039
10    0.91362    0.53717
11    0.990648    0.552069
12    1.06142    0.556389
13    1.12459    0.558851
14    1.19349    0.557425
15    1.25809    0.559835
16    1.32469    nan
17    1.38943    nan
18    1.44829    nan
19    1.50755    nan
20    1.56754    nan
21    1.6253    nan
22    1.68462    nan
23    1.7455    nan
24    1.79931    nan
25    1.85023    nan
26    1.90243    nan
27    1.95579    nan
28    1.99966    nan
29    2.04341    nan
30    2.09105    nan
31    2.12905    nan
32    2.16007    nan
33    2.18962    nan
34    2.21096    nan
35    2.2357    nan
36    2.24742    nan
37    2.25977    nan
38    2.26956    nan
39    2.26655    nan
40    2.25926    nan
41    2.25355    nan
42    2.24492    nan
43    2.22927    nan
44    2.22144    nan
45    2.20842    nan
46    2.19537    nan
47    2.18021    nan
48    2.16792    nan
49    2.15354    nan
50    2.14721    nan
51    2.14468    nan
52    2.14323    nan
53    2.14369    nan
54    2.14413    nan
55    2.14399    nan
56    2.14504    nan
57    2.15173    nan
58    2.1614    nan
59    2.18116    nan
60    2.1998    nan
61    2.216    nan
62    2.23074    nan
63    2.24958    nan
64    2.27199    nan
65    2.30505    nan
66    2.33362    nan
67    2.36742    nan
68    2.39191    nan
69    2.42228    nan
70    2.45374    nan
71    2.48074    nan
72    2.51661    nan
73    2.55474    nan
74    2.59026    nan
75    2.62463    nan
76    2.66721    nan
77    2.7094    nan
78    2.75431    nan
79    2.79892    nan
80    2.84319    nan
81    2.89543    nan
82    2.94417    nan
83    2.99773    nan
84    3.04995    nan
85    3.09971    nan
86    3.13924    nan
87    3.17772    nan
88    3.21995    nan
89    3.25853    nan
90    3.29436    nan
91    3.33217    nan
92    3.36971    nan
93    3.39653    nan
94    3.41672    nan
95    3.45021    nan
96    3.47988    nan
97    3.50606    nan
98    3.52941    nan
99    3.55521    nan
100    3.58776    nan
101    3.62125    nan
102    3.6477    nan
103    3.66702    nan
104    3.68853    nan
105    3.71101    nan
106    3.73753    nan
107    3.76134    nan
108    3.78471    nan
109    3.80966    nan
110    3.828    nan
111    3.84835    nan
112    3.86657    nan
113    3.88375    nan
114    3.90077    nan
115    3.91587    nan
116    3.92653    nan
117    3.93852    nan
118    3.94792    nan
119    3.95975    nan
120    3.96516    nan
121    3.97251    nan
122    3.98438    nan
123    3.99088    nan
124    4.00318    nan
125    4.01555    nan
126    4.02722    nan
127    4.04018    nan
128    4.05764    nan
129    4.07556    nan
130    4.09672    nan
131    4.11781    nan
132    4.13663    nan
133    4.15585    nan
134    4.1705    nan
135    4.17939    nan
136    4.19023    nan
137    4.20542    nan
138    4.22107    nan
139    4.24106    nan
140    4.25451    nan
141    4.26457    nan
142    4.28348    nan
143    4.29821    nan
144    4.3173    nan
145    4.33891    nan
146    4.35181    nan
147    4.36513    nan
148    4.37549    nan
149    4.3872    nan
150    4.39252    nan
151    4.39988    nan
152    4.40619    nan
153    4.41132    nan
154    4.41552    nan
155    4.4207    nan
156    4.41949    nan
157    4.41383    nan
158    4.41316    nan
159    4.40883    nan
160    4.41357    nan
161    4.41961    nan
162    4.42578    nan
163    4.43646    nan
164    4.44943    nan
165    4.46811    nan
166    4.48151    nan
167    4.48846    nan
168    4.50701    nan
169    4.52716    nan
170    4.5531    nan
171    4.5792    nan
172    4.60563    nan
173    4.62911    nan
174    4.65332    nan
175    4.68031    nan
176    4.70928    nan
177    4.74241    nan
178    4.76668    nan
179    4.78651    nan
180    4.80589    nan
181    4.8256    nan
182    4.85467    nan
183    4.8801    nan
184    4.9061    nan
185    4.93145    nan
186    4.95008    nan
187    4.9689    nan
188    4.98754    nan
189    4.99983    nan
190    5.01406    nan
191    5.02461    nan
192    5.03025    nan
193    5.03819    nan
194    5.04018    nan
195    5.03858    nan
196    5.03494    nan
197    5.03077    nan
198    5.02377    nan
199    5.01415    nan
200    5.00611    nan
201    4.99157    nan
202    4.97361    nan
203    4.9604    nan
204    4.94152    nan
205    4.92011    nan
206    4.89058    nan
207    4.85655    nan
208    4.82225    nan
209    4.78262    nan
210    4.74101    nan
211    4.70704    nan
212    4.67307    nan
213    4.63231    nan
214    4.59686    nan
215    4.56303    nan
216    4.53262    nan
217    4.50435    nan
218    4.48482    nan
219    4.46396    nan
220    4.44728    nan
221    4.43308    nan
222    4.42248    nan
223    4.4209    nan
224    4.42616    nan
225    4.43159    nan
226    4.44074    nan
227    4.45305    nan
228    4.46868    nan
229    4.48775    nan
230    4.50784    nan
231    4.52639    nan
232    4.55162    nan
233    4.57535    nan
234    4.60191    nan
235    4.63235    nan
236    4.66508    nan
237    4.69721    nan
238    4.72522    nan
239    4.7562    nan
240    4.79107    nan
241    4.82451    nan
242    4.86124    nan
243    4.90031    nan
244    4.93511    nan
245    4.97289    nan
246    5.00435    nan
247    5.03438    nan
248    5.06659    nan
249    5.09804    nan
250    5.11892    nan
251    5.13958    nan
252    5.16277    nan
253    5.17334    nan
254    5.17701    nan
255    5.17816    nan
