# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.235077    0.185954
2    0.348811    0.289565
3    0.432845    0.355937
4    0.502712    0.404679
5    0.570588    0.445436
6    0.638204    0.475071
7    0.713839    0.503569
8    0.787003    0.524657
9    0.86252    0.542783
10    0.942357    0.560071
11    1.02172    0.57741
12    1.09514    0.583777
13    1.16086    0.587616
14    1.23555    0.58757
15    1.3076    0.590993
16    1.38244    nan
17    1.45514    nan
18    1.52379    nan
19    1.59345    nan
20    1.66548    nan
21    1.73531    nan
22    1.80554    nan
23    1.87833    nan
24    1.94394    nan
25    2.00605    nan
26    2.06891    nan
27    2.13327    nan
28    2.1883    nan
29    2.24452    nan
30    2.30666    nan
31    2.36279    nan
32    2.41512    nan
33    2.46914    nan
34    2.51945    nan
35    2.57846    nan
36    2.62925    nan
37    2.68426    nan
38    2.73998    nan
39    2.78653    nan
40    2.83269    nan
41    2.88481    nan
42    2.93779    nan
43    2.98309    nan
44    3.0366    nan
45    3.08735    nan
46    3.13911    nan
47    3.19034    nan
48    3.24502    nan
49    3.29763    nan
50    3.35785    nan
51    3.42253    nan
52    3.48801    nan
53    3.5557    nan
54    3.62398    nan
55    3.69187    nan
56    3.76042    nan
57    3.83232    nan
58    3.90251    nan
59    3.97968    nan
60    4.05177    nan
61    4.11756    nan
62    4.17919    nan
63    4.24304    nan
64    4.30815    nan
65    4.38016    nan
66    4.44305    nan
67    4.50677    nan
68    4.56013    nan
69    4.61757    nan
70    4.67321    nan
71    4.7205    nan
72    4.77248    nan
73    4.82263    nan
74    4.86763    nan
75    4.90764    nan
76    4.95476    nan
77    4.99895    nan
78    5.04398    nan
79    5.08494    nan
80    5.1223    nan
81    5.16483    nan
82    5.20038    nan
83    5.24032    nan
84    5.27981    nan
85    5.31698    nan
86    5.34307    nan
87    5.36838    nan
88    5.39778    nan
89    5.42489    nan
90    5.45007    nan
91    5.47911    nan
92    5.50967    nan
93    5.53258    nan
94    5.55096    nan
95    5.5839    nan
96    5.61474    nan
97    5.64286    nan
98    5.66902    nan
99    5.6961    nan
100    5.72924    nan
101    5.7614    nan
102    5.78707    nan
103    5.80414    nan
104    5.82326    nan
105    5.84287    nan
106    5.86731    nan
107    5.89042    nan
108    5.91391    nan
109    5.94135    nan
110    5.96388    nan
111    5.98928    nan
112    6.01178    nan
113    6.03396    nan
114    6.05738    nan
115    6.0809    nan
116    6.10197    nan
117    6.12586    nan
118    6.1461    nan
119    6.16895    nan
120    6.18396    nan
121    6.20029    nan
122    6.21799    nan
123    6.22715    nan
124    6.23905    nan
125    6.24815    nan
126    6.25328    nan
127    6.25637    nan
128    6.2621    nan
129    6.26673    nan
130    6.27489    nan
131    6.28461    nan
132    6.29381    nan
133    6.3029    nan
134    6.31015    nan
135    6.3131    nan
136    6.31807    nan
137    6.32533    nan
138    6.33224    nan
139    6.34302    nan
140    6.34532    nan
141    6.34218    nan
142    6.34413    nan
143    6.33777    nan
144    6.3335    nan
145    6.3316    nan
146    6.32136    nan
147    6.31194    nan
148    6.29957    nan
149    6.28732    nan
150    6.26992    nan
151    6.25581    nan
152    6.24023    nan
153    6.22199    nan
154    6.20012    nan
155    6.17424    nan
156    6.13952    nan
157    6.09764    nan
158    6.05939    nan
159    6.0161    nan
160    5.98077    nan
161    5.94372    nan
162    5.90533    nan
163    5.86935    nan
164    5.83336    nan
165    5.80275    nan
166    5.76842    nan
167    5.72991    nan
168    5.70256    nan
169    5.67581    nan
170    5.65361    nan
171    5.6312    nan
172    5.60741    nan
173    5.58129    nan
174    5.55537    nan
175    5.53265    nan
176    5.51199    nan
177    5.4976    nan
178    5.47512    nan
179    5.44903    nan
180    5.42263    nan
181    5.39511    nan
182    5.37772    nan
183    5.35943    nan
184    5.34332    nan
185    5.32781    nan
186    5.30677    nan
187    5.28942    nan
188    5.2747    nan
189    5.25532    nan
190    5.23697    nan
191    5.21459    nan
192    5.18879    nan
193    5.16574    nan
194    5.13519    nan
195    5.09942    nan
196    5.06079    nan
197    5.02009    nan
198    4.97752    nan
199    4.93252    nan
200    4.8887    nan
201    4.83964    nan
202    4.78871    nan
203    4.74251    nan
204    4.69195    nan
205    4.63875    nan
206    4.57904    nan
207    4.51471    nan
208    4.45047    nan
209    4.38192    nan
210    4.31073    nan
211    4.24719    nan
212    4.18388    nan
213    4.11351    nan
214    4.0476    nan
215    3.98121    nan
216    3.91695    nan
217    3.85302    nan
218    3.79609    nan
219    3.73569    nan
220    3.67678    nan
221    3.61708    nan
222    3.55917    nan
223    3.50718    nan
224    3.46173    nan
225    3.41174    nan
226    3.36218    nan
227    3.31495    nan
228    3.27016    nan
229    3.2267    nan
230    3.18311    nan
231    3.13746    nan
232    3.09742    nan
233    3.05543    nan
234    3.01848    nan
235    2.98567    nan
236    2.95422    nan
237    2.9238    nan
238    2.89133    nan
239    2.86457    nan
240    2.84394    nan
241    2.82498    nan
242    2.81187    nan
243    2.8024    nan
244    2.793    nan
245    2.7898    nan
246    2.78237    nan
247    2.77572    nan
248    2.77271    nan
249    2.77046    nan
250    2.76123    nan
251    2.75515    nan
252    2.75667    nan
253    2.74844    nan
254    2.73725    nan
255    2.72984    nan
