# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.28727    0.264303
2    0.486203    0.395981
3    0.687183    0.484461
4    0.91498    0.555748
5    1.18104    0.614577
6    1.48309    0.663957
7    1.82614    0.712527
8    2.20531    0.751249
9    2.62666    0.783605
10    3.0884    0.814926
11    3.59395    0.842272
12    4.13589    0.865045
13    4.71151    0.884387
14    5.32647    0.899408
15    5.97337    0.903721
16    6.65713    nan
17    7.37285    nan
18    8.12125    nan
19    8.90629    nan
20    9.72268    nan
21    10.5761    nan
22    11.4577    nan
23    12.3764    nan
24    13.3239    nan
25    14.3026    nan
26    15.3173    nan
27    16.3606    nan
28    17.4321    nan
29    18.5339    nan
30    19.6708    nan
31    20.8325    nan
32    22.0141    nan
33    23.2199    nan
34    24.4491    nan
35    25.7086    nan
36    26.9844    nan
37    28.2864    nan
38    29.609    nan
39    30.9536    nan
40    32.3164    nan
41    33.7043    nan
42    35.1104    nan
43    36.5323    nan
44    37.9754    nan
45    39.4328    nan
46    40.9083    nan
47    42.401    nan
48    43.9155    nan
49    45.4467    nan
50    46.9931    nan
51    48.558    nan
52    50.1396    nan
53    51.7426    nan
54    53.3565    nan
55    54.989    nan
56    56.6346    nan
57    58.2958    nan
58    59.9707    nan
59    61.6564    nan
60    63.3563    nan
61    65.0683    nan
62    66.792    nan
63    68.5304    nan
64    70.2784    nan
65    72.0402    nan
66    73.8112    nan
67    75.5947    nan
68    77.3778    nan
69    79.174    nan
70    80.976    nan
71    82.7868    nan
72    84.612    nan
73    86.44    nan
74    88.2782    nan
75    90.1224    nan
76    91.9753    nan
77    93.8331    nan
78    95.7016    nan
79    97.5728    nan
80    99.452    nan
81    101.343    nan
82    103.236    nan
83    105.135    nan
84    107.041    nan
85    108.951    nan
86    110.869    nan
87    112.792    nan
88    114.731    nan
89    116.672    nan
90    118.618    nan
91    120.568    nan
92    122.523    nan
93    124.475    nan
94    126.426    nan
95    128.388    nan
96    130.358    nan
97    132.327    nan
98    134.301    nan
99    136.276    nan
100    138.26    nan
