# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.326838    0.263574
2    0.645776    0.39482
3    1.04816    0.481897
4    1.55942    0.551069
5    2.18963    0.607723
6    2.93398    0.654065
7    3.7966    0.700762
8    4.7707    0.73852
9    5.86277    0.771378
10    7.0696    0.80489
11    8.39509    0.837099
12    9.83103    0.866843
13    11.3745    0.890326
14    13.0322    0.90836
15    14.7963    0.915113
16    16.6699    nan
17    18.6496    nan
18    20.735    nan
19    22.9291    nan
20    25.2277    nan
21    27.6365    nan
22    30.145    nan
23    32.7622    nan
24    35.4807    nan
25    38.3032    nan
26    41.2355    nan
27    44.268    nan
28    47.3979    nan
29    50.6272    nan
30    53.9634    nan
31    57.3971    nan
32    60.9227    nan
33    64.5441    nan
34    68.2595    nan
35    72.0739    nan
36    75.9744    nan
37    79.9703    nan
38    84.0562    nan
39    88.2317    nan
40    92.4946    nan
41    96.8494    nan
42    101.288    nan
43    105.808    nan
44    110.414    nan
45    115.097    nan
46    119.861    nan
47    124.703    nan
48    129.625    nan
49    134.623    nan
50    139.693    nan
51    144.839    nan
52    150.058    nan
53    155.352    nan
54    160.709    nan
55    166.137    nan
56    171.628    nan
57    177.183    nan
58    182.801    nan
59    188.477    nan
60    194.214    nan
61    200.01    nan
62    205.863    nan
63    211.773    nan
64    217.733    nan
65    223.751    nan
66    229.819    nan
67    235.94    nan
68    242.099    nan
69    248.31    nan
70    254.565    nan
71    260.864    nan
72    267.213    nan
73    273.601    nan
74    280.033    nan
75    286.5    nan
76    293.005    nan
77    299.542    nan
78    306.116    nan
79    312.718    nan
80    319.348    nan
81    326.01    nan
82    332.691    nan
83    339.396    nan
84    346.127    nan
85    352.878    nan
86    359.651    nan
87    366.444    nan
88    373.265    nan
89    380.101    nan
90    386.951    nan
91    393.812    nan
92    400.686    nan
93    407.562    nan
94    414.443    nan
95    421.338    nan
96    428.241    nan
97    435.142    nan
98    442.044    nan
99    448.945    nan
100    455.847    nan
101    462.74    nan
102    469.624    nan
103    476.494    nan
104    483.361    nan
105    490.223    nan
106    497.07    nan
107    503.902    nan
108    510.719    nan
109    517.52    nan
110    524.301    nan
111    531.058    nan
112    537.795    nan
113    544.505    nan
114    551.197    nan
115    557.862    nan
116    564.501    nan
117    571.114    nan
118    577.693    nan
119    584.24    nan
120    590.751    nan
121    597.225    nan
122    603.663    nan
123    610.061    nan
124    616.42    nan
125    622.74    nan
126    629.018    nan
127    635.26    nan
128    641.455    nan
129    647.605    nan
130    653.709    nan
131    659.762    nan
132    665.762    nan
133    671.71    nan
134    677.606    nan
135    683.445    nan
136    689.236    nan
137    694.975    nan
138    700.653    nan
139    706.277    nan
140    711.841    nan
141    717.347    nan
142    722.793    nan
143    728.175    nan
144    733.505    nan
145    738.771    nan
146    743.972    nan
147    749.114    nan
148    754.187    nan
149    759.193    nan
150    764.133    nan
151    769.005    nan
152    773.81    nan
153    778.544    nan
154    783.211    nan
155    787.811    nan
156    792.342    nan
157    796.802    nan
158    801.198    nan
159    805.521    nan
160    809.771    nan
161    813.948    nan
162    818.057    nan
163    822.094    nan
164    826.056    nan
165    829.945    nan
166    833.76    nan
167    837.497    nan
168    841.168    nan
169    844.766    nan
170    848.291    nan
171    851.743    nan
172    855.124    nan
173    858.425    nan
174    861.653    nan
175    864.807    nan
176    867.884    nan
177    870.888    nan
178    873.819    nan
179    876.673    nan
180    879.452    nan
181    882.153    nan
182    884.781    nan
183    887.337    nan
184    889.82    nan
185    892.23    nan
186    894.565    nan
187    896.834    nan
188    899.027    nan
189    901.149    nan
190    903.203    nan
191    905.18    nan
192    907.088    nan
193    908.926    nan
194    910.694    nan
195    912.394    nan
196    914.023    nan
197    915.577    nan
198    917.06    nan
199    918.472    nan
200    919.813    nan
201    921.087    nan
202    922.29    nan
203    923.424    nan
204    924.485    nan
205    925.474    nan
206    926.397    nan
207    927.244    nan
208    928.025    nan
209    928.734    nan
210    929.379    nan
211    929.963    nan
212    930.479    nan
213    930.924    nan
214    931.307    nan
215    931.621    nan
216    931.869    nan
217    932.053    nan
218    932.171    nan
219    932.225    nan
220    932.214    nan
221    932.143    nan
222    932.009    nan
223    931.819    nan
224    931.575    nan
225    931.266    nan
226    930.898    nan
227    930.471    nan
228    929.989    nan
229    929.453    nan
230    928.866    nan
231    928.229    nan
232    927.537    nan
233    926.795    nan
234    926.005    nan
235    925.164    nan
236    924.274    nan
237    923.333    nan
238    922.34    nan
239    921.3    nan
240    920.212    nan
241    919.079    nan
242    917.899    nan
243    916.674    nan
244    915.402    nan
245    914.088    nan
246    912.736    nan
247    911.343    nan
248    909.91    nan
249    908.441    nan
250    906.926    nan
251    905.376    nan
252    903.791    nan
253    902.165    nan
254    900.501    nan
255    898.804    nan
256    897.072    nan
257    895.312    nan
258    893.521    nan
259    891.699    nan
260    889.845    nan
261    887.962    nan
