# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.303403    0.264366
2    0.549657    0.397753
3    0.829678    0.487129
4    1.16917    0.559759
5    1.57885    0.620201
6    2.055    0.67195
7    2.60424    0.724294
8    3.21952    0.765863
9    3.90578    0.803103
10    4.65928    0.840364
11    5.48414    0.872557
12    6.37345    0.899485
13    7.32585    0.919976
14    8.34649    0.933632
15    9.43056    0.937644
16    10.5808    nan
17    11.7949    nan
18    13.072    nan
19    14.4139    nan
20    15.8168    nan
21    17.2841    nan
22    18.8058    nan
23    20.3909    nan
24    22.0319    nan
25    23.7319    nan
26    25.4945    nan
27    27.3094    nan
28    29.1767    nan
29    31.0972    nan
30    33.0776    nan
31    35.1083    nan
32    37.1822    nan
33    39.3033    nan
34    41.4701    nan
35    43.6894    nan
36    45.9461    nan
37    48.2494    nan
38    50.5932    nan
39    52.9794    nan
40    55.4032    nan
41    57.8718    nan
42    60.3773    nan
43    62.9163    nan
44    65.4945    nan
45    68.1036    nan
46    70.7469    nan
47    73.4213    nan
48    76.1323    nan
49    78.8747    nan
50    81.6456    nan
51    84.446    nan
52    87.2722    nan
53    90.1331    nan
54    93.0168    nan
55    95.9298    nan
56    98.8662    nan
57    101.83    nan
58    104.817    nan
59    107.826    nan
60    110.858    nan
61    113.912    nan
62    116.986    nan
63    120.08    nan
64    123.189    nan
65    126.318    nan
66    129.464    nan
67    132.627    nan
68    135.796    nan
69    138.984    nan
70    142.184    nan
71    145.399    nan
72    148.632    nan
73    151.87    nan
74    155.123    nan
75    158.382    nan
76    161.649    nan
77    164.921    nan
78    168.205    nan
79    171.491    nan
80    174.784    nan
81    178.088    nan
82    181.395    nan
83    184.706    nan
84    188.026    nan
85    191.345    nan
86    194.669    nan
87    197.997    nan
88    201.339    nan
89    204.682    nan
90    208.028    nan
91    211.374    nan
92    214.72    nan
93    218.06    nan
94    221.395    nan
95    224.738    nan
96    228.084    nan
97    231.425    nan
98    234.766    nan
99    238.105    nan
100    241.446    nan
101    244.781    nan
102    248.111    nan
103    251.434    nan
104    254.759    nan
105    258.087    nan
106    261.411    nan
107    264.729    nan
108    268.047    nan
109    271.362    nan
110    274.673    nan
111    277.975    nan
112    281.277    nan
113    284.571    nan
114    287.866    nan
115    291.158    nan
116    294.446    nan
117    297.735    nan
118    301.017    nan
119    304.298    nan
120    307.573    nan
121    310.842    nan
122    314.109    nan
123    317.37    nan
124    320.627    nan
125    323.881    nan
126    327.13    nan
127    330.381    nan
128    333.623    nan
129    336.86    nan
130    340.095    nan
131    343.324    nan
132    346.548    nan
133    349.769    nan
134    352.985    nan
135    356.194    nan
136    359.404    nan
137    362.611    nan
138    365.811    nan
139    369.004    nan
140    372.188    nan
141    375.366    nan
142    378.535    nan
143    381.696    nan
144    384.858    nan
145    388.01    nan
146    391.153    nan
147    394.293    nan
148    397.421    nan
149    400.541    nan
150    403.652    nan
151    406.752    nan
152    409.84    nan
153    412.917    nan
154    415.982    nan
155    419.037    nan
156    422.08    nan
157    425.109    nan
158    428.129    nan
159    431.131    nan
160    434.117    nan
161    437.084    nan
162    440.034    nan
163    442.967    nan
164    445.877    nan
165    448.769    nan
166    451.637    nan
167    454.479    nan
168    457.307    nan
169    460.114    nan
170    462.898    nan
171    465.657    nan
172    468.392    nan
173    471.096    nan
174    473.775    nan
175    476.427    nan
176    479.047    nan
177    481.636    nan
178    484.193    nan
179    486.712    nan
180    489.197    nan
181    491.639    nan
182    494.043    nan
183    496.406    nan
184    498.73    nan
185    501.012    nan
186    503.249    nan
187    505.45    nan
188    507.603    nan
189    509.715    nan
190    511.783    nan
191    513.803    nan
192    515.776    nan
193    517.703    nan
194    519.584    nan
195    521.423    nan
196    523.216    nan
197    524.958    nan
198    526.65    nan
199    528.291    nan
200    529.883    nan
201    531.429    nan
202    532.925    nan
203    534.374    nan
204    535.77    nan
205    537.115    nan
206    538.414    nan
207    539.655    nan
208    540.846    nan
209    541.983    nan
210    543.071    nan
211    544.113    nan
212    545.101    nan
213    546.032    nan
214    546.915    nan
215    547.738    nan
216    548.506    nan
217    549.222    nan
218    549.882    nan
219    550.487    nan
220    551.034    nan
221    551.529    nan
222    551.969    nan
223    552.36    nan
224    552.707    nan
225    553    nan
226    553.242    nan
227    553.431    nan
228    553.571    nan
