# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.289574    0.264636
2    0.494796    0.398676
3    0.707896    0.490897
4    0.952592    0.566229
5    1.24081    0.628169
6    1.56906    0.679886
7    1.94244    0.732516
8    2.35482    0.777084
9    2.81246    0.817171
10    3.3113    0.857849
11    3.85835    0.895483
12    4.4441    0.92786
13    5.06779    0.954683
14    5.73549    0.974409
15    6.43899    0.981878
16    7.1813    nan
17    7.95933    nan
18    8.77201    nan
19    9.62028    nan
20    10.5    nan
21    11.4167    nan
22    12.3604    nan
23    13.3394    nan
24    14.3446    nan
25    15.3799    nan
26    16.4494    nan
27    17.5428    nan
28    18.6585    nan
29    19.7977    nan
30    20.9668    nan
31    22.1558    nan
32    23.3597    nan
33    24.584    nan
34    25.8264    nan
35    27.0949    nan
36    28.3766    nan
37    29.6795    nan
38    30.9973    nan
39    32.3331    nan
40    33.6835    nan
41    35.0567    nan
42    36.4444    nan
43    37.843    nan
44    39.2578    nan
45    40.6823    nan
46    42.1187    nan
47    43.5661    nan
48    45.0293    nan
49    46.5036    nan
50    47.9863    nan
51    49.4811    nan
52    50.9871    nan
53    52.5088    nan
54    54.0361    nan
55    55.577    nan
56    57.127    nan
57    58.6886    nan
58    60.2598    nan
59    61.8385    nan
60    63.426    nan
61    65.0229    nan
62    66.6287    nan
63    68.2455    nan
64    69.8687    nan
65    71.5051    nan
66    73.15    nan
67    74.8076    nan
68    76.4646    nan
69    78.1376    nan
70    79.8203    nan
71    81.5144    nan
72    83.2262    nan
73    84.9429    nan
74    86.673    nan
75    88.4123    nan
76    90.1625    nan
77    91.9218    nan
78    93.6965    nan
79    95.48    nan
80    97.275    nan
81    99.0858    nan
82    100.905    nan
83    102.736    nan
84    104.581    nan
85    106.435    nan
86    108.303    nan
87    110.184    nan
88    112.088    nan
89    114.002    nan
90    115.931    nan
91    117.875    nan
92    119.835    nan
93    121.805    nan
94    123.788    nan
95    125.794    nan
96    127.821    nan
97    129.858    nan
98    131.911    nan
99    133.979    nan
100    136.069    nan
101    138.172    nan
102    140.288    nan
103    142.416    nan
104    144.565    nan
105    146.741    nan
106    148.931    nan
107    151.139    nan
108    153.368    nan
109    155.619    nan
110    157.889    nan
111    160.176    nan
112    162.486    nan
113    164.814    nan
114    167.17    nan
115    169.547    nan
116    171.945    nan
117    174.367    nan
118    176.809    nan
119    179.274    nan
120    181.76    nan
121    184.269    nan
122    186.803    nan
123    189.356    nan
124    191.929    nan
125    194.528    nan
126    197.149    nan
127    199.8    nan
128    202.47    nan
129    205.164    nan
130    207.878    nan
131    210.61    nan
132    213.363    nan
133    216.137    nan
134    218.931    nan
135    221.744    nan
136    224.585    nan
137    227.451    nan
138    230.337    nan
139    233.245    nan
140    236.171    nan
141    239.118    nan
142    242.085    nan
143    245.071    nan
144    248.086    nan
145    251.117    nan
146    254.168    nan
147    257.243    nan
148    260.336    nan
149    263.45    nan
150    266.586    nan
151    269.741    nan
152    272.913    nan
153    276.101    nan
154    279.307    nan
155    282.534    nan
156    285.778    nan
157    289.039    nan
158    292.321    nan
159    295.619    nan
160    298.932    nan
161    302.258    nan
162    305.601    nan
163    308.963    nan
164    312.336    nan
165    315.724    nan
166    319.125    nan
167    322.536    nan
168    325.968    nan
169    329.415    nan
170    332.875    nan
171    336.346    nan
172    339.831    nan
173    343.322    nan
174    346.826    nan
175    350.339    nan
176    353.858    nan
177    357.387    nan
178    360.926    nan
179    364.467    nan
180    368.016    nan
181    371.568    nan
182    375.127    nan
183    378.693    nan
184    382.264    nan
185    385.837    nan
186    389.411    nan
187    392.994    nan
188    396.574    nan
189    400.159    nan
190    403.746    nan
191    407.329    nan
192    410.913    nan
193    414.497    nan
194    418.081    nan
195    421.668    nan
196    425.254    nan
197    428.833    nan
198    432.408    nan
199    435.976    nan
200    439.537    nan
201    443.095    nan
202    446.647    nan
203    450.194    nan
204    453.731    nan
205    457.259    nan
206    460.784    nan
207    464.3    nan
208    467.81    nan
209    471.311    nan
210    474.809    nan
211    478.307    nan
212    481.798    nan
213    485.281    nan
214    488.766    nan
215    492.243    nan
216    495.715    nan
217    499.184    nan
218    502.649    nan
219    506.109    nan
220    509.564    nan
221    513.016    nan
222    516.467    nan
223    519.919    nan
224    523.375    nan
225    526.826    nan
226    530.275    nan
227    533.724    nan
228    537.174    nan
229    540.627    nan
230    544.086    nan
231    547.549    nan
232    551.014    nan
233    554.484    nan
234    557.961    nan
235    561.442    nan
236    564.93    nan
237    568.418    nan
238    571.912    nan
239    575.409    nan
240    578.912    nan
241    582.424    nan
242    585.94    nan
243    589.463    nan
244    592.989    nan
245    596.521    nan
246    600.063    nan
247    603.614    nan
248    607.172    nan
249    610.742    nan
250    614.313    nan
251    617.894    nan
252    621.487    nan
253    625.083    nan
254    628.684    nan
255    632.297    nan
256    635.914    nan
257    639.545    nan
258    643.186    nan
259    646.832    nan
260    650.485    nan
261    654.145    nan
262    657.814    nan
263    661.488    nan
264    665.17    nan
265    668.857    nan
266    672.55    nan
267    676.25    nan
268    679.956    nan
269    683.666    nan
270    687.379    nan
271    691.102    nan
272    694.838    nan
273    698.576    nan
274    702.32    nan
275    706.069    nan
276    709.822    nan
277    713.576    nan
278    717.335    nan
279    721.094    nan
280    724.862    nan
281    728.634    nan
282    732.407    nan
283    736.175    nan
284    739.947    nan
285    743.72    nan
286    747.497    nan
287    751.268    nan
288    755.031    nan
289    758.799    nan
290    762.562    nan
291    766.319    nan
292    770.073    nan
293    773.82    nan
294    777.562    nan
295    781.299    nan
296    785.026    nan
297    788.744    nan
298    792.459    nan
299    796.163    nan
300    799.857    nan
301    803.536    nan
302    807.209    nan
303    810.871    nan
304    814.528    nan
305    818.172    nan
306    821.805    nan
307    825.421    nan
308    829.024    nan
309    832.611    nan
310    836.185    nan
311    839.745    nan
312    843.292    nan
313    846.818    nan
314    850.332    nan
315    853.831    nan
316    857.315    nan
317    860.78    nan
318    864.228    nan
319    867.657    nan
320    871.067    nan
321    874.462    nan
322    877.84    nan
323    881.203    nan
324    884.549    nan
325    887.872    nan
326    891.184    nan
327    894.479    nan
328    897.752    nan
329    901.016    nan
330    904.259    nan
331    907.48    nan
332    910.691    nan
333    913.89    nan
334    917.073    nan
335    920.24    nan
336    923.393    nan
337    926.529    nan
338    929.656    nan
339    932.772    nan
340    935.873    nan
341    938.952    nan
342    942.021    nan
343    945.072    nan
344    948.115    nan
345    951.14    nan
346    954.154    nan
347    957.156    nan
348    960.15    nan
349    963.131    nan
350    966.096    nan
351    969.048    nan
352    971.989    nan
353    974.914    nan
354    977.827    nan
355    980.725    nan
356    983.615    nan
357    986.494    nan
358    989.357    nan
359    992.21    nan
360    995.054    nan
361    997.879    nan
362    1000.69    nan
363    1003.49    nan
364    1006.28    nan
365    1009.05    nan
366    1011.81    nan
367    1014.55    nan
368    1017.29    nan
369    1020    nan
370    1022.71    nan
371    1025.4    nan
372    1028.08    nan
373    1030.74    nan
374    1033.39    nan
375    1036.02    nan
376    1038.64    nan
377    1041.25    nan
378    1043.85    nan
379    1046.43    nan
380    1049.01    nan
381    1051.57    nan
382    1054.11    nan
383    1056.65    nan
384    1059.17    nan
385    1061.67    nan
386    1064.17    nan
387    1066.64    nan
388    1069.1    nan
389    1071.55    nan
390    1073.98    nan
391    1076.4    nan
392    1078.79    nan
393    1081.17    nan
394    1083.54    nan
395    1085.89    nan
396    1088.22    nan
397    1090.53    nan
398    1092.83    nan
399    1095.12    nan
400    1097.39    nan
401    1099.64    nan
402    1101.88    nan
403    1104.11    nan
404    1106.33    nan
405    1108.52    nan
406    1110.7    nan
407    1112.87    nan
408    1115.03    nan
409    1117.18    nan
410    1119.31    nan
411    1121.42    nan
412    1123.51    nan
413    1125.59    nan
414    1127.66    nan
415    1129.71    nan
416    1131.75    nan
417    1133.77    nan
418    1135.78    nan
419    1137.79    nan
420    1139.78    nan
421    1141.75    nan
422    1143.71    nan
423    1145.65    nan
424    1147.58    nan
425    1149.5    nan
426    1151.39    nan
427    1153.27    nan
428    1155.14    nan
429    1156.99    nan
430    1158.81    nan
431    1160.62    nan
432    1162.42    nan
433    1164.19    nan
434    1165.94    nan
435    1167.68    nan
436    1169.39    nan
437    1171.08    nan
438    1172.76    nan
439    1174.4    nan
440    1176.02    nan
441    1177.62    nan
442    1179.2    nan
443    1180.76    nan
444    1182.3    nan
445    1183.82    nan
446    1185.31    nan
447    1186.78    nan
448    1188.22    nan
449    1189.65    nan
450    1191.04    nan
451    1192.42    nan
452    1193.77    nan
453    1195.09    nan
454    1196.39    nan
455    1197.67    nan
456    1198.92    nan
457    1200.15    nan
458    1201.35    nan
459    1202.53    nan
460    1203.68    nan
461    1204.81    nan
462    1205.9    nan
463    1206.97    nan
464    1208.01    nan
465    1209.03    nan
466    1210.02    nan
467    1210.99    nan
468    1211.93    nan
469    1212.84    nan
470    1213.73    nan
471    1214.6    nan
472    1215.43    nan
473    1216.25    nan
474    1217.03    nan
475    1217.79    nan
476    1218.52    nan
477    1219.22    nan
478    1219.9    nan
479    1220.55    nan
480    1221.18    nan
481    1221.78    nan
482    1222.35    nan
483    1222.9    nan
484    1223.43    nan
485    1223.92    nan
486    1224.39    nan
487    1224.84    nan
488    1225.26    nan
489    1225.65    nan
490    1226.03    nan
491    1226.38    nan
492    1226.71    nan
493    1227.02    nan
494    1227.31    nan
495    1227.58    nan
496    1227.84    nan
497    1228.07    nan
498    1228.28    nan
499    1228.48    nan
500    1228.67    nan
501    1228.83    nan
502    1228.98    nan
503    1229.12    nan
504    1229.23    nan
505    1229.34    nan
506    1229.43    nan
507    1229.5    nan
508    1229.57    nan
509    1229.62    nan
510    1229.66    nan
511    1229.68    nan
