# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.290956    0.26546
2    0.504191    0.401165
3    0.728514    0.493917
4    0.988672    0.570438
5    1.29632    0.634997
6    1.64718    0.690419
7    2.04643    0.7464
8    2.48802    0.793948
9    2.97795    0.835751
10    3.51438    0.880243
11    4.10252    0.920658
12    4.73408    0.955227
13    5.4058    0.983278
14    6.12395    1.00422
15    6.88032    1.01249
16    7.67888    nan
17    8.51665    nan
18    9.39175    nan
19    10.3071    nan
20    11.26    nan
21    12.2546    nan
22    13.2812    nan
23    14.3485    nan
24    15.4478    nan
25    16.5799    nan
26    17.7495    nan
27    18.946    nan
28    20.1698    nan
29    21.4219    nan
30    22.7068    nan
31    24.0156    nan
32    25.3414    nan
33    26.6898    nan
34    28.0588    nan
35    29.4535    nan
36    30.8631    nan
37    32.2961    nan
38    33.7481    nan
39    35.2217    nan
40    36.7126    nan
41    38.2265    nan
42    39.7561    nan
43    41.2989    nan
44    42.8601    nan
45    44.4327    nan
46    46.019    nan
47    47.6181    nan
48    49.2338    nan
49    50.8605    nan
50    52.4965    nan
51    54.1443    nan
52    55.8013    nan
53    57.4729    nan
54    59.1475    nan
55    60.8321    nan
56    62.5202    nan
57    64.2149    nan
58    65.9134    nan
59    67.6134    nan
60    69.3173    nan
61    71.024    nan
62    72.732    nan
63    74.4394    nan
64    76.142    nan
65    77.8472    nan
66    79.5492    nan
67    81.25    nan
68    82.9361    nan
69    84.6222    nan
70    86.3021    nan
71    87.9757    nan
72    89.6495    nan
73    91.3119    nan
74    92.9702    nan
75    94.6205    nan
76    96.2625    nan
77    97.8953    nan
78    99.5236    nan
79    101.139    nan
80    102.743    nan
81    104.342    nan
82    105.925    nan
83    107.495    nan
84    109.056    nan
85    110.6    nan
86    112.133    nan
87    113.655    nan
88    115.174    nan
89    116.679    nan
90    118.172    nan
91    119.65    nan
92    121.115    nan
93    122.56    nan
94    123.985    nan
95    125.403    nan
96    126.809    nan
97    128.196    nan
98    129.568    nan
99    130.924    nan
100    132.269    nan
101    133.595    nan
102    134.898    nan
103    136.179    nan
104    137.448    nan
105    138.708    nan
106    139.951    nan
107    141.175    nan
108    142.385    nan
109    143.582    nan
110    144.762    nan
111    145.923    nan
112    147.071    nan
113    148.198    nan
114    149.315    nan
115    150.414    nan
116    151.495    nan
117    152.563    nan
118    153.613    nan
119    154.648    nan
120    155.665    nan
121    156.666    nan
122    157.653    nan
123    158.623    nan
124    159.575    nan
125    160.513    nan
126    161.434    nan
127    162.346    nan
128    163.238    nan
129    164.112    nan
130    164.971    nan
131    165.812    nan
132    166.636    nan
133    167.447    nan
134    168.245    nan
135    169.028    nan
