# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.302402    0.263175
2    0.548846    0.39294
3    0.829019    0.478184
4    1.16875    0.543682
5    1.5776    0.595697
6    2.05303    0.638045
7    2.59929    0.680648
8    3.20998    0.714171
9    3.89235    0.742716
10    4.64391    0.772644
11    5.46862    0.799403
12    6.35846    0.821759
13    7.31156    0.83966
14    8.3324    0.852467
15    9.41603    0.855164
16    10.5651    nan
17    11.7766    nan
18    13.0506    nan
19    14.3903    nan
20    15.7897    nan
21    17.2538    nan
22    18.7714    nan
23    20.3534    nan
24    21.9881    nan
25    23.678    nan
26    25.4293    nan
27    27.2324    nan
28    29.0857    nan
29    30.9891    nan
30    32.9481    nan
31    34.955    nan
32    37.0025    nan
33    39.0956    nan
34    41.2338    nan
35    43.4223    nan
36    45.6478    nan
37    47.9198    nan
38    50.2331    nan
39    52.592    nan
40    54.9928    nan
41    57.4402    nan
42    59.9265    nan
43    62.4491    nan
44    65.0137    nan
45    67.613    nan
46    70.2475    nan
47    72.9166    nan
48    75.6255    nan
49    78.3696    nan
50    81.1461    nan
51    83.9571    nan
52    86.7996    nan
53    89.6797    nan
54    92.5867    nan
55    95.5265    nan
56    98.4935    nan
57    101.49    nan
58    104.515    nan
59    107.566    nan
60    110.643    nan
61    113.746    nan
62    116.873    nan
63    120.025    nan
64    123.198    nan
65    126.398    nan
66    129.62    nan
67    132.865    nan
68    136.121    nan
69    139.402    nan
70    142.701    nan
71    146.019    nan
72    149.36    nan
73    152.715    nan
74    156.092    nan
75    159.486    nan
76    162.896    nan
77    166.321    nan
78    169.764    nan
79    173.218    nan
80    176.688    nan
81    180.174    nan
82    183.669    nan
83    187.176    nan
84    190.698    nan
85    194.228    nan
86    197.769    nan
87    201.322    nan
88    204.894    nan
89    208.473    nan
90    212.058    nan
91    215.65    nan
92    219.248    nan
93    222.845    nan
94    226.444    nan
95    230.057    nan
96    233.679    nan
97    237.302    nan
98    240.929    nan
99    244.56    nan
100    248.199    nan
101    251.837    nan
