# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.289269    0.263248
2    0.494589    0.394743
3    0.706513    0.482292
4    0.95129    0.550734
5    1.24044    0.606398
6    1.56927    0.652175
7    1.94304    0.698786
8    2.35488    0.735169
9    2.80914    0.766908
10    3.30573    0.799538
11    3.84859    0.828322
12    4.43155    0.853576
13    5.0495    0.873892
14    5.7108    0.889353
15    6.40647    0.893824
16    7.13962    nan
17    7.90658    nan
18    8.70591    nan
19    9.53926    nan
20    10.4054    nan
21    11.3082    nan
22    12.2349    nan
23    13.1953    nan
24    14.182    nan
25    15.1976    nan
26    16.246    nan
27    17.3172    nan
28    18.41    nan
29    19.526    nan
30    20.6712    nan
31    21.8362    nan
32    23.0159    nan
33    24.2166    nan
34    25.4352    nan
35    26.6782    nan
36    27.9337    nan
37    29.2097    nan
38    30.5    nan
39    31.8065    nan
40    33.1255    nan
41    34.4624    nan
42    35.81    nan
43    37.1648    nan
44    38.5327    nan
45    39.9062    nan
46    41.2896    nan
47    42.6806    nan
48    44.0829    nan
49    45.4915    nan
50    46.905    nan
51    48.3254    nan
52    49.749    nan
53    51.1834    nan
54    52.616    nan
55    54.0528    nan
56    55.4899    nan
57    56.9299    nan
58    58.3712    nan
59    59.8122    nan
60    61.2547    nan
61    62.6979    nan
62    64.141    nan
63    65.5843    nan
64    67.0244    nan
65    68.4682    nan
66    69.9104    nan
67    71.3538    nan
68    72.7838    nan
69    74.2173    nan
70    75.6463    nan
71    77.0695    nan
72    78.495    nan
73    79.9125    nan
74    81.3281    nan
75    82.7368    nan
76    84.1399    nan
77    85.5343    nan
78    86.9237    nan
79    88.3023    nan
80    89.6731    nan
81    91.0419    nan
82    92.3991    nan
83    93.748    nan
84    95.0903    nan
85    96.4202    nan
86    97.7435    nan
87    99.0576    nan
88    100.375    nan
89    101.683    nan
90    102.982    nan
91    104.271    nan
92    105.552    nan
93    106.818    nan
94    108.072    nan
95    109.325    nan
96    110.574    nan
97    111.81    nan
98    113.037    nan
99    114.255    nan
100    115.468    nan
101    116.667    nan
102    117.855    nan
103    119.03    nan
104    120.201    nan
105    121.373    nan
106    122.536    nan
107    123.69    nan
108    124.838    nan
109    125.98    nan
110    127.114    nan
111    128.235    nan
112    129.351    nan
113    130.454    nan
114    131.554    nan
115    132.647    nan
116    133.733    nan
117    134.814    nan
118    135.888    nan
119    136.955    nan
120    138.017    nan
121    139.071    nan
122    140.118    nan
123    141.157    nan
124    142.187    nan
125    143.212    nan
126    144.23    nan
127    145.25    nan
128    146.259    nan
129    147.262    nan
130    148.26    nan
131    149.248    nan
132    150.227    nan
133    151.2    nan
134    152.167    nan
135    153.127    nan
136    154.087    nan
137    155.041    nan
138    155.986    nan
139    156.925    nan
140    157.854    nan
141    158.776    nan
142    159.692    nan
143    160.598    nan
144    161.508    nan
145    162.412    nan
146    163.31    nan
147    164.206    nan
148    165.095    nan
149    165.98    nan
150    166.86    nan
151    167.733    nan
152    168.6    nan
153    169.46    nan
154    170.314    nan
155    171.166    nan
156    172.012    nan
157    172.852    nan
158    173.692    nan
159    174.524    nan
160    175.351    nan
161    176.171    nan
162    176.987    nan
163    177.799    nan
164    178.603    nan
165    179.401    nan
166    180.191    nan
167    180.972    nan
168    181.753    nan
169    182.529    nan
170    183.296    nan
171    184.054    nan
172    184.805    nan
173    185.541    nan
174    186.271    nan
175    186.992    nan
176    187.702    nan
177    188.402    nan
178    189.091    nan
179    189.766    nan
180    190.431    nan
181    191.082    nan
182    191.723    nan
183    192.353    nan
184    192.973    nan
185    193.582    nan
186    194.179    nan
187    194.772    nan
188    195.349    nan
189    195.916    nan
190    196.474    nan
191    197.018    nan
192    197.552    nan
193    198.078    nan
194    198.594    nan
195    199.102    nan
196    199.6    nan
197    200.083    nan
198    200.556    nan
199    201.014    nan
200    201.46    nan
201    201.897    nan
202    202.32    nan
203    202.735    nan
204    203.136    nan
205    203.523    nan
206    203.901    nan
207    204.262    nan
208    204.612    nan
209    204.948    nan
210    205.271    nan
211    205.585    nan
212    205.884    nan
213    206.166    nan
214    206.441    nan
215    206.7    nan
216    206.945    nan
217    207.178    nan
218    207.397    nan
219    207.603    nan
220    207.794    nan
221    207.975    nan
222    208.143    nan
223    208.301    nan
224    208.452    nan
225    208.584    nan
226    208.702    nan
227    208.807    nan
228    208.898    nan
229    208.98    nan
230    209.053    nan
231    209.116    nan
232    209.165    nan
233    209.205    nan
234    209.235    nan
235    209.256    nan
236    209.268    nan
237    209.266    nan
238    209.256    nan
239    209.234    nan
240    209.201    nan
241    209.161    nan
242    209.109    nan
243    209.049    nan
244    208.977    nan
245    208.897    nan
246    208.813    nan
247    208.724    nan
248    208.627    nan
249    208.529    nan
250    208.417    nan
251    208.303    nan
252    208.189    nan
253    208.066    nan
254    207.94    nan
255    207.815    nan
256    207.686    nan
257    207.56    nan
258    207.433    nan
259    207.303    nan
260    207.173    nan
261    207.043    nan
262    206.914    nan
263    206.786    nan
264    206.661    nan
265    206.537    nan
266    206.414    nan
267    206.297    nan
268    206.184    nan
269    206.072    nan
270    205.961    nan
271    205.857    nan
272    205.764    nan
273    205.671    nan
274    205.584    nan
275    205.504    nan
276    205.431    nan
277    205.36    nan
278    205.295    nan
279    205.232    nan
