# r    B_y(Along Chain)    B_x(Across Chains)
0    0    0
1    0.334784    0.264396
2    0.678363    0.397129
3    1.12158    0.486464
4    1.68945    0.558819
5    2.39398    0.617614
6    3.23244    0.66717
7    4.20855    0.718425
8    5.31732    0.761079
9    6.56429    0.798615
10    7.94747    0.836751
11    9.47094    0.870351
12    11.1263    0.898218
13    12.9103    0.920467
14    14.8304    0.937435
15    16.8771    0.943154
16    19.0565    nan
17    21.3632    nan
18    23.7978    nan
19    26.3604    nan
20    29.0484    nan
21    31.8649    nan
22    34.7996    nan
23    37.8616    nan
24    41.0433    nan
25    44.345    nan
26    47.7735    nan
27    51.3166    nan
28    54.9741    nan
29    58.7482    nan
30    62.6438    nan
31    66.6513    nan
32    70.7648    nan
33    74.9893    nan
34    79.3239    nan
35    83.7745    nan
36    88.3283    nan
37    92.9942    nan
38    97.767    nan
39    102.649    nan
40    107.636    nan
41    112.735    nan
42    117.938    nan
43    123.241    nan
44    128.649    nan
45    134.152    nan
46    139.755    nan
47    145.452    nan
48    151.248    nan
49    157.139    nan
50    163.122    nan
51    169.199    nan
52    175.368    nan
53    181.633    nan
54    187.981    nan
55    194.419    nan
56    200.941    nan
57    207.548    nan
58    214.238    nan
59    221.009    nan
60    227.86    nan
61    234.792    nan
62    241.801    nan
63    248.888    nan
64    256.047    nan
65    263.284    nan
66    270.595    nan
67    277.98    nan
68    285.428    nan
69    292.953    nan
70    300.548    nan
71    308.211    nan
72    315.946    nan
73    323.739    nan
74    331.598    nan
75    339.518    nan
76    347.5    nan
77    355.539    nan
78    363.641    nan
79    371.797    nan
80    380.009    nan
81    388.278    nan
82    396.595    nan
83    404.962    nan
84    413.38    nan
85    421.842    nan
86    430.353    nan
87    438.908    nan
88    447.519    nan
89    456.17    nan
90    464.863    nan
91    473.597    nan
92    482.371    nan
93    491.177    nan
94    500.017    nan
95    508.9    nan
96    517.82    nan
97    526.769    nan
98    535.747    nan
99    544.752    nan
100    553.79    nan
101    562.851    nan
102    571.934    nan
103    581.036    nan
104    590.167    nan
105    599.327    nan
106    608.506    nan
107    617.704    nan
108    626.922    nan
109    636.159    nan
110    645.412    nan
111    654.679    nan
112    663.963    nan
113    673.257    nan
114    682.568    nan
115    691.89    nan
116    701.219    nan
117    710.561    nan
118    719.908    nan
119    729.261    nan
120    738.62    nan
121    747.983    nan
122    757.352    nan
123    766.719    nan
124    776.083    nan
125    785.451    nan
126    794.816    nan
127    804.187    nan
128    813.55    nan
129    822.908    nan
130    832.262    nan
131    841.606    nan
132    850.942    nan
133    860.271    nan
134    869.591    nan
135    878.901    nan
136    888.206    nan
137    897.503    nan
138    906.786    nan
139    916.055    nan
140    925.309    nan
141    934.546    nan
142    943.768    nan
143    952.974    nan
144    962.174    nan
145    971.354    nan
146    980.514    nan
147    989.66    nan
148    998.781    nan
149    1007.88    nan
150    1016.96    nan
151    1026.02    nan
152    1035.05    nan
153    1044.06    nan
154    1053.05    nan
155    1062.01    nan
156    1070.95    nan
157    1079.87    nan
158    1088.76    nan
159    1097.63    nan
160    1106.47    nan
161    1115.28    nan
162    1124.07    nan
163    1132.82    nan
164    1141.54    nan
165    1150.23    nan
166    1158.88    nan
167    1167.5    nan
168    1176.09    nan
169    1184.65    nan
170    1193.18    nan
171    1201.66    nan
172    1210.12    nan
173    1218.53    nan
174    1226.9    nan
175    1235.23    nan
176    1243.53    nan
177    1251.78    nan
178    1259.99    nan
179    1268.16    nan
180    1276.28    nan
181    1284.36    nan
182    1292.39    nan
183    1300.38    nan
184    1308.32    nan
185    1316.21    nan
186    1324.06    nan
187    1331.85    nan
188    1339.6    nan
189    1347.29    nan
190    1354.92    nan
191    1362.5    nan
192    1370.03    nan
193    1377.49    nan
194    1384.9    nan
195    1392.26    nan
196    1399.55    nan
197    1406.78    nan
198    1413.96    nan
199    1421.06    nan
200    1428.11    nan
201    1435.09    nan
202    1442.01    nan
203    1448.87    nan
204    1455.65    nan
205    1462.38    nan
206    1469.03    nan
207    1475.62    nan
208    1482.15    nan
209    1488.6    nan
210    1494.99    nan
211    1501.33    nan
212    1507.59    nan
213    1513.78    nan
214    1519.91    nan
215    1525.96    nan
216    1531.95    nan
217    1537.86    nan
218    1543.71    nan
219    1549.48    nan
220    1555.19    nan
221    1560.82    nan
222    1566.38    nan
223    1571.88    nan
224    1577.31    nan
225    1582.66    nan
226    1587.95    nan
227    1593.15    nan
228    1598.29    nan
229    1603.36    nan
230    1608.35    nan
231    1613.28    nan
232    1618.13    nan
233    1622.9    nan
234    1627.61    nan
235    1632.24    nan
236    1636.8    nan
237    1641.28    nan
238    1645.69    nan
239    1650.02    nan
240    1654.27    nan
241    1658.45    nan
242    1662.56    nan
243    1666.58    nan
244    1670.52    nan
245    1674.39    nan
246    1678.18    nan
247    1681.9    nan
248    1685.54    nan
249    1689.11    nan
250    1692.59    nan
251    1695.99    nan
252    1699.32    nan
253    1702.57    nan
254    1705.73    nan
255    1708.82    nan
256    1711.82    nan
257    1714.75    nan
258    1717.6    nan
259    1720.37    nan
260    1723.05    nan
261    1725.65    nan
262    1728.18    nan
263    1730.62    nan
264    1732.99    nan
265    1735.27    nan
266    1737.47    nan
267    1739.6    nan
268    1741.65    nan
269    1743.61    nan
270    1745.49    nan
271    1747.29    nan
272    1749.02    nan
273    1750.66    nan
274    1752.23    nan
275    1753.73    nan
276    1755.14    nan
277    1756.48    nan
278    1757.74    nan
279    1758.92    nan
280    1760.02    nan
281    1761.05    nan
282    1762.01    nan
283    1762.88    nan
284    1763.68    nan
285    1764.4    nan
286    1765.05    nan
287    1765.62    nan
288    1766.11    nan
289    1766.53    nan
290    1766.87    nan
291    1767.14    nan
292    1767.35    nan
293    1767.48    nan
294    1767.54    nan
295    1767.53    nan
296    1767.45    nan
297    1767.3    nan
298    1767.08    nan
299    1766.8    nan
300    1766.44    nan
301    1766.01    nan
302    1765.52    nan
303    1764.95    nan
304    1764.32    nan
305    1763.63    nan
306    1762.87    nan
307    1762.03    nan
308    1761.14    nan
309    1760.18    nan
310    1759.15    nan
311    1758.05    nan
312    1756.9    nan
313    1755.68    nan
314    1754.4    nan
315    1753.05    nan
316    1751.65    nan
317    1750.19    nan
318    1748.67    nan
319    1747.09    nan
320    1745.46    nan
321    1743.76    nan
322    1742.01    nan
323    1740.21    nan
324    1738.36    nan
325    1736.44    nan
326    1734.48    nan
327    1732.47    nan
328    1730.41    nan
329    1728.31    nan
330    1726.15    nan
331    1723.95    nan
332    1721.7    nan
333    1719.42    nan
334    1717.1    nan
