# k    qy    S_u(qy)
1    0.00613592    31.9825
2    0.0122718    24.0764
3    0.0184078    2.25918
4    0.0245437    0.542897
5    0.0306796    0.24664
6    0.0368155    1.64807
7    0.0429515    0.192352
8    0.0490874    0.0490989
9    0.0552233    0.295259
10    0.0613592    0.0340958
11    0.0674952    0.0120317
12    0.0736311    0.0169399
13    0.079767    0.0117801
14    0.0859029    0.00635521
15    0.0920388    0.0207293
16    0.0981748    0.0229259
17    0.104311    0.0135667
18    0.110447    0.023416
19    0.116583    0.00302635
20    0.122718    0.0105482
21    0.128854    0.0058324
22    0.13499    0.00273303
23    0.141126    0.00175223
24    0.147262    0.00545662
25    0.153398    0.00145123
26    0.159534    0.00187612
27    0.16567    0.00481089
28    0.171806    0.00232498
29    0.177942    0.001867
30    0.184078    0.00335649
31    0.190214    0.00266029
32    0.19635    0.00143394
33    0.202485    0.000758051
34    0.208621    0.00139737
35    0.214757    0.00218203
36    0.220893    0.0017975
37    0.227029    0.00190784
38    0.233165    0.000995896
39    0.239301    0.00225022
40    0.245437    0.00161061
41    0.251573    0.00181741
42    0.257709    0.000987115
43    0.263845    0.00190442
44    0.269981    0.00171351
45    0.276117    0.00168704
46    0.282252    0.00178232
47    0.288388    0.00069542
48    0.294524    0.00186478
49    0.30066    0.00115473
50    0.306796    0.00174962
51    0.312932    0.000887032
52    0.319068    0.000832352
53    0.325204    0.00102058
54    0.33134    0.000847561
55    0.337476    0.000931515
56    0.343612    0.00136691
57    0.349748    0.000658406
58    0.355884    0.00113414
59    0.362019    0.000965712
60    0.368155    0.000846759
61    0.374291    0.000786701
62    0.380427    0.000689881
63    0.386563    0.000550267
64    0.392699    0.000689834
65    0.398835    0.000431242
66    0.404971    0.00057344
67    0.411107    0.00113575
68    0.417243    0.000760475
69    0.423379    0.000738659
70    0.429515    0.000446749
71    0.435651    0.000839794
72    0.441786    0.000640815
73    0.447922    0.000649381
74    0.454058    0.000724405
75    0.460194    0.000372878
76    0.46633    0.000426324
77    0.472466    0.000630951
78    0.478602    0.000550114
79    0.484738    0.000747346
80    0.490874    0.000536294
81    0.49701    0.000589904
82    0.503146    0.000301237
83    0.509282    0.000836711
84    0.515418    0.000566367
85    0.521553    0.000587744
86    0.527689    0.000486587
87    0.533825    0.000312342
88    0.539961    0.000626895
89    0.546097    0.00040415
90    0.552233    0.000355991
91    0.558369    0.000545191
92    0.564505    0.00067798
93    0.570641    0.000364548
94    0.576777    0.000369271
95    0.582913    0.000404718
96    0.589049    0.000393206
97    0.595185    0.000517854
98    0.60132    0.000626415
99    0.607456    0.000578252
