# k    qy    S_u(qy)
1    0.0245437    1.00577
2    0.0490874    0.0952502
3    0.0736311    0.244427
4    0.0981748    0.0315814
5    0.122718    0.00275523
6    0.147262    0.0140618
7    0.171806    0.00710442
8    0.19635    0.0050222
9    0.220893    0.00424954
10    0.245437    0.00042102
11    0.269981    0.000222088
12    0.294524    0.000910668
13    0.319068    0.00204577
14    0.343612    0.00171375
15    0.368155    0.00175095
16    0.392699    0.00042645
17    0.417243    0.000643845
18    0.441786    0.000466731
19    0.46633    0.000339913
20    0.490874    0.000306561
21    0.515418    0.00022729
22    0.539961    0.000262077
23    0.564505    0.000111538
24    0.589049    0.00014714
25    0.613592    9.2717e-05
26    0.638136    8.52169e-05
27    0.66268    2.251e-05
28    0.687223    5.40016e-05
29    0.711767    2.81274e-05
30    0.736311    3.43205e-05
31    0.760854    3.66217e-05
32    0.785398    0.000117625
33    0.809942    2.85879e-05
34    0.834486    0.000105968
35    0.859029    3.71851e-05
36    0.883573    3.00794e-05
37    0.908117    4.89588e-05
38    0.93266    1.32692e-05
39    0.957204    1.67874e-05
40    0.981748    2.12745e-05
41    1.00629    1.93208e-05
42    1.03084    4.31051e-05
43    1.05538    3.07316e-05
44    1.07992    3.01626e-05
45    1.10447    2.05967e-05
46    1.12901    2.68628e-05
47    1.15355    1.50859e-05
48    1.1781    1.93733e-05
49    1.20264    1.8602e-05
50    1.22718    1.151e-05
51    1.25173    2.55913e-05
52    1.27627    4.35843e-05
53    1.30082    1.64687e-05
54    1.32536    2.25428e-05
55    1.3499    1.28316e-05
56    1.37445    1.15185e-05
57    1.39899    1.02008e-05
58    1.42353    1.46244e-05
59    1.44808    1.51732e-05
60    1.47262    1.92266e-05
61    1.49717    1.11216e-05
62    1.52171    1.29559e-05
63    1.54625    9.29704e-06
64    1.5708    1.73338e-05
65    1.59534    1.48774e-05
66    1.61988    9.50966e-06
67    1.64443    1.20667e-05
68    1.66897    1.24985e-05
69    1.69351    1.66804e-05
70    1.71806    1.21611e-05
71    1.7426    1.11968e-05
72    1.76715    8.11656e-06
73    1.79169    9.86e-06
74    1.81623    1.36516e-05
75    1.84078    8.40417e-06
76    1.86532    6.52472e-06
77    1.88986    1.41829e-05
78    1.91441    5.94321e-06
79    1.93895    4.47841e-06
80    1.9635    1.35377e-05
81    1.98804    9.35893e-06
82    2.01258    1.03422e-05
83    2.03713    8.55882e-06
84    2.06167    8.69853e-06
85    2.08621    1.69011e-05
86    2.11076    1.29099e-05
87    2.1353    1.24566e-05
88    2.15984    1.00984e-05
89    2.18439    1.08592e-05
90    2.20893    9.97064e-06
91    2.23348    1.07484e-05
92    2.25802    1.44904e-05
93    2.28256    1.48703e-05
94    2.30711    7.70362e-06
95    2.33165    6.73946e-06
96    2.35619    7.87905e-06
97    2.38074    8.66446e-06
98    2.40528    6.63333e-06
99    2.42983    5.53044e-06
100    2.45437    6.56857e-06
101    2.47891    1.25171e-05
102    2.50346    8.38038e-06
103    2.528    7.77204e-06
104    2.55254    8.26739e-06
105    2.57709    8.17533e-06
106    2.60163    8.93543e-06
107    2.62618    9.06827e-06
108    2.65072    1.03744e-05
109    2.67526    6.7184e-06
110    2.69981    7.76762e-06
111    2.72435    8.00809e-06
112    2.74889    8.7711e-06
113    2.77344    5.68827e-06
114    2.79798    7.70002e-06
115    2.82252    6.66812e-06
116    2.84707    5.68624e-06
117    2.87161    5.80041e-06
118    2.89616    9.88076e-06
119    2.9207    6.93432e-06
120    2.94524    7.00515e-06
121    2.96979    9.96798e-06
122    2.99433    6.47461e-06
123    3.01887    1.1889e-05
124    3.04342    7.30294e-06
125    3.06796    7.02826e-06
126    3.09251    8.85122e-06
127    3.11705    7.86329e-06
128    3.14159    1.457e-05
