# k    qy    S_u(qy)
1    0.0490874    4.28638
2    0.0981748    0.394587
3    0.147262    0.0264264
4    0.19635    0.0179476
5    0.245437    0.0138534
6    0.294524    0.00230078
7    0.343612    0.00547816
8    0.392699    0.00740616
9    0.441786    0.00502823
10    0.490874    0.00131381
11    0.539961    0.000364019
12    0.589049    0.000317389
13    0.638136    0.000867307
14    0.687223    0.000381132
15    0.736311    0.000451037
16    0.785398    0.000427411
17    0.834486    0.000210433
18    0.883573    6.38817e-05
19    0.93266    0.000207772
20    0.981748    0.000116531
21    1.03084    5.18378e-05
22    1.07992    5.32271e-05
23    1.12901    4.05945e-05
24    1.1781    5.83181e-05
25    1.22718    2.92932e-05
26    1.27627    2.39117e-05
27    1.32536    3.54591e-05
28    1.37445    1.73491e-05
29    1.42353    3.95259e-05
30    1.47262    1.86262e-05
31    1.52171    2.99695e-05
32    1.5708    3.02678e-05
33    1.61988    2.22197e-05
34    1.66897    2.83872e-05
35    1.71806    2.54356e-05
36    1.76715    2.03986e-05
37    1.81623    3.11081e-05
38    1.86532    1.05084e-05
39    1.91441    1.0356e-05
40    1.9635    1.55244e-05
41    2.01258    2.49043e-05
42    2.06167    1.80428e-05
43    2.11076    2.05109e-05
44    2.15984    2.09566e-05
45    2.20893    3.69418e-05
46    2.25802    2.33907e-05
47    2.30711    2.68716e-05
48    2.35619    1.71132e-05
49    2.40528    1.06765e-05
50    2.45437    9.97682e-06
51    2.50346    2.62071e-05
52    2.55254    1.69623e-05
53    2.60163    9.22373e-06
54    2.65072    2.5193e-05
55    2.69981    1.89835e-05
56    2.74889    1.95716e-05
57    2.79798    9.95976e-06
58    2.84707    1.70206e-05
59    2.89616    1.22985e-05
60    2.94524    1.65889e-05
61    2.99433    1.51941e-05
62    3.04342    1.57841e-05
63    3.09251    1.83916e-05
64    3.14159    1.84879e-05
