# k    qy    S_u(qy)
1    0.0490874    1.24106
2    0.0981748    0.0345897
3    0.147262    0.0999122
4    0.19635    0.0296339
5    0.245437    0.00618764
6    0.294524    0.00950865
7    0.343612    0.00918413
8    0.392699    0.00217128
9    0.441786    0.00140124
10    0.490874    0.00139296
11    0.539961    0.00191137
12    0.589049    0.000932995
13    0.638136    0.000693243
14    0.687223    0.000603874
15    0.736311    0.000348181
16    0.785398    0.00052176
17    0.834486    0.000852938
18    0.883573    0.000716684
19    0.93266    0.000383354
20    0.981748    0.000354619
21    1.03084    0.000285151
22    1.07992    0.000683052
23    1.12901    0.000301074
24    1.1781    0.000500023
25    1.22718    0.000301229
26    1.27627    0.000362938
27    1.32536    0.000577701
28    1.37445    0.00040287
29    1.42353    0.000209987
30    1.47262    0.000474786
31    1.52171    0.000343134
32    1.5708    0.000232607
33    1.61988    0.000280035
34    1.66897    0.000186752
35    1.71806    0.000231944
36    1.76715    0.000156126
37    1.81623    0.000159867
38    1.86532    0.00012671
39    1.91441    0.000168028
40    1.9635    0.000249256
41    2.01258    0.00015501
42    2.06167    0.000247456
43    2.11076    0.000148677
44    2.15984    0.000108082
45    2.20893    0.000201872
46    2.25802    0.000145068
47    2.30711    0.000203588
48    2.35619    0.00011581
49    2.40528    0.000179125
50    2.45437    0.000113552
51    2.50346    0.000180335
52    2.55254    0.000207166
53    2.60163    0.000134147
54    2.65072    0.000175454
55    2.69981    9.53493e-05
56    2.74889    0.000195034
57    2.79798    0.000257377
58    2.84707    0.000237345
59    2.89616    0.000204647
60    2.94524    0.000140004
61    2.99433    0.000174002
62    3.04342    0.000166951
63    3.09251    0.00021577
64    3.14159    0.000118996
