# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.031080    0.005004
2    0.107861    0.007137
3    0.228767    0.008803
4    0.391735    0.009774
5    0.593688    0.010490
6    0.831333    0.010912
7    1.100998    0.011254
8    1.399394    nan
9    1.723025    nan
10    2.068946    nan
11    2.435216    nan
12    2.819274    nan
13    3.220265    nan
14    3.636911    nan
15    4.068753    nan
16    4.515320    nan
17    4.975971    nan
18    5.449011    nan
19    5.934057    nan
20    6.428956    nan
21    6.931627    nan
22    7.440704    nan
23    7.954069    nan
24    8.468723    nan
25    8.981071    nan
26    9.487481    nan
27    9.984743    nan
28    10.471407    nan
29    10.945575    nan
30    11.404877    nan
31    11.849156    nan
32    12.276388    nan
33    12.685364    nan
34    13.074210    nan
35    13.442979    nan
36    13.791574    nan
37    14.120898    nan
38    14.430016    nan
39    14.718610    nan
40    14.986116    nan
41    15.232950    nan
42    15.458009    nan
43    15.663222    nan
44    15.849042    nan
45    16.016447    nan
46    16.167095    nan
47    16.302238    nan
48    16.422662    nan
49    16.529759    nan
50    16.624398    nan
51    16.707917    nan
52    16.780796    nan
53    16.844521    nan
54    16.900736    nan
55    16.949439    nan
56    16.990768    nan
57    17.025865    nan
58    17.055323    nan
59    17.080229    nan
60    17.099963    nan
61    17.115549    nan
62    17.126846    nan
63    17.133881    nan
