# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.371608    0.229258
2    0.558424    0.376279
3    0.719455    0.465278
4    0.848518    0.527112
5    0.966813    0.563880
6    1.073455    0.570283
7    1.183819    0.601945
8    1.320240    nan
9    1.440775    nan
10    1.564017    nan
11    1.679646    nan
12    1.804476    nan
13    1.955717    nan
14    2.098393    nan
15    2.241415    nan
16    2.401971    nan
17    2.515316    nan
18    2.629534    nan
19    2.719533    nan
20    2.805672    nan
21    2.905533    nan
22    2.986552    nan
23    3.073303    nan
24    3.179904    nan
25    3.312193    nan
26    3.429912    nan
27    3.550643    nan
28    3.629891    nan
29    3.715280    nan
30    3.763590    nan
31    3.834244    nan
32    3.907342    nan
33    3.966272    nan
34    4.012617    nan
35    4.064720    nan
36    4.096127    nan
37    4.135663    nan
38    4.186692    nan
39    4.230304    nan
40    4.268543    nan
41    4.278306    nan
42    4.244206    nan
43    4.218758    nan
44    4.182131    nan
45    4.168476    nan
46    4.166802    nan
47    4.133309    nan
48    4.127287    nan
49    4.129681    nan
50    4.136994    nan
51    4.110396    nan
52    4.110489    nan
53    4.083396    nan
54    4.054087    nan
55    4.024445    nan
56    3.974054    nan
57    3.921923    nan
58    3.866569    nan
59    3.816223    nan
60    3.777279    nan
61    3.749688    nan
62    3.744931    nan
63    3.726380    nan
