# k    qy    S_u(qy)
1    0.0490874    1.88059
2    0.0981748    0.229221
3    0.147262    0.00773083
4    0.19635    0.0120706
5    0.245437    0.0120527
6    0.294524    0.00195316
7    0.343612    0.00494994
8    0.392699    0.0021649
9    0.441786    0.00131476
10    0.490874    0.00287754
11    0.539961    0.00167333
12    0.589049    0.00138939
13    0.638136    0.00198044
14    0.687223    0.000866948
15    0.736311    0.000511528
16    0.785398    0.000636327
17    0.834486    0.000445168
18    0.883573    0.000469447
19    0.93266    0.000795936
20    0.981748    0.000976271
21    1.03084    0.00058722
22    1.07992    0.000661516
23    1.12901    0.000464824
24    1.1781    0.000342988
25    1.22718    0.000350315
26    1.27627    0.000332274
27    1.32536    0.000315554
28    1.37445    0.000189987
29    1.42353    0.000347271
30    1.47262    0.000200314
31    1.52171    0.000218826
32    1.5708    0.00014378
33    1.61988    0.000277101
34    1.66897    0.000133506
35    1.71806    0.000129177
36    1.76715    0.000155332
37    1.81623    0.000276257
38    1.86532    0.000194768
39    1.91441    0.0003081
40    1.9635    0.000197122
41    2.01258    0.00016336
42    2.06167    0.000176834
43    2.11076    0.000169137
44    2.15984    0.000181436
45    2.20893    0.000177811
46    2.25802    0.000266342
47    2.30711    0.000186514
48    2.35619    0.000195574
49    2.40528    0.000166949
50    2.45437    0.000230814
51    2.50346    0.000153979
52    2.55254    0.000169556
53    2.60163    0.00017431
54    2.65072    0.000217328
55    2.69981    0.000190777
56    2.74889    0.000124273
57    2.79798    0.000149982
58    2.84707    0.000206761
59    2.89616    0.000125395
60    2.94524    0.000158442
61    2.99433    0.000191305
62    3.04342    0.000124459
63    3.09251    0.000106896
64    3.14159    8.14592e-05
