# k    qy    S_u(qy)
1    0.0490874    3.85298
2    0.0981748    0.949609
3    0.147262    0.0539577
4    0.19635    0.0428579
5    0.245437    0.00368098
6    0.294524    0.00744157
7    0.343612    0.00854522
8    0.392699    0.00769203
9    0.441786    0.0095215
10    0.490874    0.00321544
11    0.539961    0.00297115
12    0.589049    0.00291857
13    0.638136    0.0105197
14    0.687223    0.00317393
15    0.736311    0.00139132
16    0.785398    0.00223538
17    0.834486    0.00172015
18    0.883573    0.0014173
19    0.93266    0.00108924
20    0.981748    0.00183357
21    1.03084    0.00183203
22    1.07992    0.00206535
23    1.12901    0.00133116
24    1.1781    0.00257215
25    1.22718    0.00161543
26    1.27627    0.00168703
27    1.32536    0.00151007
28    1.37445    0.00176652
29    1.42353    0.00141902
30    1.47262    0.00103941
31    1.52171    0.00173169
32    1.5708    0.00114777
33    1.61988    0.00136917
34    1.66897    0.000778386
35    1.71806    0.000695162
36    1.76715    0.00081176
37    1.81623    0.0010217
38    1.86532    0.000747234
39    1.91441    0.00124797
40    1.9635    0.00102034
41    2.01258    0.00120003
42    2.06167    0.00117646
43    2.11076    0.000776322
44    2.15984    0.000857315
45    2.20893    0.000644734
46    2.25802    0.000812909
47    2.30711    0.00105457
48    2.35619    0.00104018
49    2.40528    0.0009581
50    2.45437    0.00066134
51    2.50346    0.00140524
52    2.55254    0.000588593
53    2.60163    0.000722878
54    2.65072    0.00054594
55    2.69981    0.00106169
56    2.74889    0.000618987
57    2.79798    0.000705704
58    2.84707    0.000538946
59    2.89616    0.000357065
60    2.94524    0.00089528
61    2.99433    0.000635143
62    3.04342    0.000457323
63    3.09251    0.00069381
64    3.14159    0.00100165
