# k    qy    S_u(qy)
1    0.0490874    2.98028
2    0.0981748    0.721663
3    0.147262    0.0444019
4    0.19635    0.0284707
5    0.245437    0.0070151
6    0.294524    0.00343499
7    0.343612    0.00663969
8    0.392699    0.00484979
9    0.441786    0.00313717
10    0.490874    0.00247577
11    0.539961    0.00360851
12    0.589049    0.00111751
13    0.638136    0.00163025
14    0.687223    0.00272365
15    0.736311    0.00175087
16    0.785398    0.00145146
17    0.834486    0.00109627
18    0.883573    0.00107496
19    0.93266    0.00165268
20    0.981748    0.0013187
21    1.03084    0.0016128
22    1.07992    0.001737
23    1.12901    0.002324
24    1.1781    0.000929928
25    1.22718    0.000864898
26    1.27627    0.00144292
27    1.32536    0.00148965
28    1.37445    0.000594753
29    1.42353    0.00120178
30    1.47262    0.000749438
31    1.52171    0.000801623
32    1.5708    0.000709298
33    1.61988    0.000922766
34    1.66897    0.000837609
35    1.71806    0.000393306
36    1.76715    0.000697899
37    1.81623    0.000844936
38    1.86532    0.000566128
39    1.91441    0.00069344
40    1.9635    0.000605051
41    2.01258    0.000680427
42    2.06167    0.000304097
43    2.11076    0.000493596
44    2.15984    0.000525352
45    2.20893    0.000757219
46    2.25802    0.00064704
47    2.30711    0.000453709
48    2.35619    0.000589317
49    2.40528    0.000504818
50    2.45437    0.000395979
51    2.50346    0.000702763
52    2.55254    0.000547412
53    2.60163    0.000769351
54    2.65072    0.000388908
55    2.69981    0.000472282
56    2.74889    0.000442146
57    2.79798    0.000635745
58    2.84707    0.000460168
59    2.89616    0.000543725
60    2.94524    0.000544996
61    2.99433    0.000262816
62    3.04342    0.000659044
63    3.09251    0.000431609
64    3.14159    0.000824588
