# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.153031    0.122206
2    0.293922    0.176275
3    0.465659    0.213203
4    0.680716    0.233033
5    0.935406    0.246365
6    1.234976    0.260381
7    1.578155    0.261972
8    1.956894    nan
9    2.369732    nan
10    2.808170    nan
11    3.276751    nan
12    3.777907    nan
13    4.296458    nan
14    4.833301    nan
15    5.384036    nan
16    5.947061    nan
17    6.521286    nan
18    7.100537    nan
19    7.689903    nan
20    8.289260    nan
21    8.894233    nan
22    9.495826    nan
23    10.097036    nan
24    10.703283    nan
25    11.313820    nan
26    11.913545    nan
27    12.514204    nan
28    13.100735    nan
29    13.685388    nan
30    14.268593    nan
31    14.842210    nan
32    15.415667    nan
33    15.981513    nan
34    16.542419    nan
35    17.086318    nan
36    17.622017    nan
37    18.148618    nan
38    18.660010    nan
39    19.149111    nan
40    19.623347    nan
41    20.089714    nan
42    20.534713    nan
43    20.970880    nan
44    21.399489    nan
45    21.805264    nan
46    22.199592    nan
47    22.583150    nan
48    22.955991    nan
49    23.318131    nan
50    23.671208    nan
51    24.012294    nan
52    24.347495    nan
53    24.683521    nan
54    25.020004    nan
55    25.344292    nan
56    25.670747    nan
57    25.993329    nan
58    26.312660    nan
59    26.639238    nan
60    26.973873    nan
61    27.305885    nan
62    27.643138    nan
63    27.989727    nan
64    28.345813    nan
65    28.708074    nan
66    29.087897    nan
67    29.472932    nan
68    29.861557    nan
69    30.255148    nan
70    30.662105    nan
71    31.077174    nan
72    31.497478    nan
73    31.921444    nan
74    32.348114    nan
75    32.782029    nan
76    33.217860    nan
77    33.657597    nan
78    34.102625    nan
79    34.538342    nan
80    34.975809    nan
81    35.411238    nan
82    35.834844    nan
83    36.260868    nan
84    36.673964    nan
85    37.083856    nan
86    37.482634    nan
87    37.868334    nan
88    38.247887    nan
89    38.604864    nan
90    38.957308    nan
91    39.294178    nan
92    39.610313    nan
93    39.920364    nan
94    40.208803    nan
95    40.486856    nan
96    40.748105    nan
97    40.985601    nan
98    41.210276    nan
99    41.421679    nan
100    41.614675    nan
101    41.793882    nan
102    41.958707    nan
103    42.109689    nan
104    42.250073    nan
105    42.365531    nan
106    42.468326    nan
107    42.557131    nan
108    42.626011    nan
109    42.692764    nan
110    42.739975    nan
111    42.771599    nan
112    42.800132    nan
113    42.816288    nan
114    42.827571    nan
115    42.828922    nan
116    42.823581    nan
117    42.808250    nan
118    42.791612    nan
119    42.772343    nan
120    42.744935    nan
121    42.719139    nan
122    42.689442    nan
123    42.668608    nan
124    42.653297    nan
125    42.639953    nan
126    42.633960    nan
127    42.620285    nan
