# k    qy    S_u(qy)
1    0.0490874    1.44327
2    0.0981748    0.503075
3    0.147262    0.153645
4    0.19635    0.0547179
5    0.245437    0.00875118
6    0.294524    0.00250191
7    0.343612    0.012141
8    0.392699    0.0125542
9    0.441786    0.00405319
10    0.490874    0.00960233
11    0.539961    0.00413775
12    0.589049    0.00226739
13    0.638136    0.00367542
14    0.687223    0.00236927
15    0.736311    0.00222784
16    0.785398    0.00300949
17    0.834486    0.00301831
18    0.883573    0.00224063
19    0.93266    0.00247064
20    0.981748    0.00180074
21    1.03084    0.00213373
22    1.07992    0.00155358
23    1.12901    0.00215764
24    1.1781    0.00111073
25    1.22718    0.00170541
26    1.27627    0.00136583
27    1.32536    0.000783883
28    1.37445    0.00151289
29    1.42353    0.000921579
30    1.47262    0.00120595
31    1.52171    0.00120859
32    1.5708    0.0009617
33    1.61988    0.000761832
34    1.66897    0.00145165
35    1.71806    0.000825785
36    1.76715    0.000784532
37    1.81623    0.000922161
38    1.86532    0.00142976
39    1.91441    0.000829819
40    1.9635    0.00104496
41    2.01258    0.000656415
42    2.06167    0.00100559
43    2.11076    0.000903294
44    2.15984    0.000979779
45    2.20893    0.000940426
46    2.25802    0.000355687
47    2.30711    0.000632798
48    2.35619    0.000788867
49    2.40528    0.000784389
50    2.45437    0.00112073
51    2.50346    0.00089209
52    2.55254    0.000612379
53    2.60163    0.000949398
54    2.65072    0.000601389
55    2.69981    0.000719271
56    2.74889    0.000796655
57    2.79798    0.000581468
58    2.84707    0.000992372
59    2.89616    0.000651883
60    2.94524    0.000652869
61    2.99433    0.000600366
62    3.04342    0.000821956
63    3.09251    0.0010553
64    3.14159    0.000655833
