# k    qy    S_u(qy)
1    0.0490874    0.675619
2    0.0981748    0.331035
3    0.147262    0.0766273
4    0.19635    0.00322266
5    0.245437    0.0134752
6    0.294524    0.0147896
7    0.343612    0.0155815
8    0.392699    0.00852015
9    0.441786    0.0077398
10    0.490874    0.00991078
11    0.539961    0.00768353
12    0.589049    0.00767627
13    0.638136    0.00534459
14    0.687223    0.00677835
15    0.736311    0.00939742
16    0.785398    0.00828223
17    0.834486    0.00280249
18    0.883573    0.00257313
19    0.93266    0.00460717
20    0.981748    0.00438789
21    1.03084    0.0029186
22    1.07992    0.00353465
23    1.12901    0.00381105
24    1.1781    0.00256385
25    1.22718    0.00258135
26    1.27627    0.00205462
27    1.32536    0.00157248
28    1.37445    0.00138958
29    1.42353    0.00158279
30    1.47262    0.00117872
31    1.52171    0.00106913
32    1.5708    0.00111752
33    1.61988    0.00152542
34    1.66897    0.00148088
35    1.71806    0.00107039
36    1.76715    0.00121287
37    1.81623    0.00123078
38    1.86532    0.000691472
39    1.91441    0.00231482
40    1.9635    0.00126651
41    2.01258    0.00154259
42    2.06167    0.00114956
43    2.11076    0.000842573
44    2.15984    0.00149875
45    2.20893    0.00116986
46    2.25802    0.00145183
47    2.30711    0.00160811
48    2.35619    0.0011393
49    2.40528    0.000849698
50    2.45437    0.00125599
51    2.50346    0.000845855
52    2.55254    0.000957625
53    2.60163    0.00136013
54    2.65072    0.00167828
55    2.69981    0.00129067
56    2.74889    0.000861782
57    2.79798    0.0012492
58    2.84707    0.00128014
59    2.89616    0.000790272
60    2.94524    0.00117519
61    2.99433    0.00156865
62    3.04342    0.000830778
63    3.09251    0.000751148
64    3.14159    0.000473602
