# k    qy    S_u(qy)
1    0.0490874    1.14935
2    0.0981748    0.732337
3    0.147262    0.0847705
4    0.19635    0.00617651
5    0.245437    0.0283239
6    0.294524    0.00603085
7    0.343612    0.00252914
8    0.392699    0.00770352
9    0.441786    0.00173618
10    0.490874    0.00273596
11    0.539961    0.00525524
12    0.589049    0.00167905
13    0.638136    0.002963
14    0.687223    0.00228859
15    0.736311    0.00221703
16    0.785398    0.00286991
17    0.834486    0.0013175
18    0.883573    0.00294835
19    0.93266    0.00184244
20    0.981748    0.00152083
21    1.03084    0.00229805
22    1.07992    0.00136068
23    1.12901    0.00122896
24    1.1781    0.00169299
25    1.22718    0.00121959
26    1.27627    0.00223754
27    1.32536    0.000960172
28    1.37445    0.00113534
29    1.42353    0.000908876
30    1.47262    0.00123613
31    1.52171    0.00109015
32    1.5708    0.001107
33    1.61988    0.000831717
34    1.66897    0.00121975
35    1.71806    0.00115722
36    1.76715    0.00121072
37    1.81623    0.00118783
38    1.86532    0.000960435
39    1.91441    0.00100942
40    1.9635    0.000634173
41    2.01258    0.00150963
42    2.06167    0.000698387
43    2.11076    0.00151773
44    2.15984    0.000646242
45    2.20893    0.000922219
46    2.25802    0.000643145
47    2.30711    0.000531271
48    2.35619    0.000481162
49    2.40528    0.000831417
50    2.45437    0.000747452
51    2.50346    0.000739606
52    2.55254    0.000713905
53    2.60163    0.000977513
54    2.65072    0.000644258
55    2.69981    0.000566413
56    2.74889    0.000583687
57    2.79798    0.00089218
58    2.84707    0.000768726
59    2.89616    0.000624545
60    2.94524    0.000627771
61    2.99433    0.000499201
62    3.04342    0.000515866
63    3.09251    0.00093308
64    3.14159    0.000802602
