# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.275740    0.206940
2    0.440062    0.307273
3    0.572574    0.383790
4    0.723701    0.441790
5    0.875587    0.481788
6    1.057385    0.503852
7    1.245867    0.513127
8    1.416589    nan
9    1.587809    nan
10    1.765468    nan
11    1.981801    nan
12    2.198484    nan
13    2.429150    nan
14    2.673739    nan
15    2.902006    nan
16    3.118665    nan
17    3.362970    nan
18    3.603519    nan
19    3.859718    nan
20    4.133500    nan
21    4.414245    nan
22    4.701756    nan
23    4.983897    nan
24    5.266271    nan
25    5.543222    nan
26    5.820766    nan
27    6.089636    nan
28    6.366900    nan
29    6.677258    nan
30    6.978185    nan
31    7.315536    nan
32    7.653666    nan
33    8.014258    nan
34    8.357096    nan
35    8.681811    nan
36    8.998241    nan
37    9.320010    nan
38    9.637715    nan
39    9.975273    nan
40    10.296941    nan
41    10.634658    nan
42    10.952499    nan
43    11.281634    nan
44    11.602845    nan
45    11.895409    nan
46    12.173462    nan
47    12.434632    nan
48    12.685608    nan
49    12.921826    nan
50    13.160243    nan
51    13.385966    nan
52    13.587102    nan
53    13.759983    nan
54    13.929399    nan
55    14.067575    nan
56    14.198148    nan
57    14.306580    nan
58    14.381189    nan
59    14.479855    nan
60    14.554817    nan
61    14.628826    nan
62    14.667275    nan
63    14.686357    nan
