# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.324269    0.223229
2    0.534267    0.348213
3    0.762220    0.423611
4    0.986029    0.466900
5    1.262067    0.480661
6    1.593135    0.502490
7    1.960390    0.504722
8    2.357763    nan
9    2.796429    nan
10    3.294126    nan
11    3.827068    nan
12    4.391944    nan
13    4.962543    nan
14    5.603937    nan
15    6.275477    nan
16    6.964693    nan
17    7.686681    nan
18    8.420831    nan
19    9.173762    nan
20    9.932522    nan
21    10.705353    nan
22    11.459590    nan
23    12.270615    nan
24    13.108010    nan
25    13.964537    nan
26    14.836067    nan
27    15.697314    nan
28    16.564408    nan
29    17.430004    nan
30    18.326219    nan
31    19.209997    nan
32    20.088412    nan
33    20.926274    nan
34    21.770463    nan
35    22.607673    nan
36    23.418802    nan
37    24.203460    nan
38    24.978039    nan
39    25.735298    nan
40    26.475478    nan
41    27.168983    nan
42    27.824672    nan
43    28.473840    nan
44    29.098603    nan
45    29.685818    nan
46    30.244475    nan
47    30.766010    nan
48    31.282192    nan
49    31.774828    nan
50    32.234720    nan
51    32.645420    nan
52    33.021292    nan
53    33.394431    nan
54    33.725956    nan
55    34.019257    nan
56    34.305942    nan
57    34.515687    nan
58    34.728977    nan
59    34.909807    nan
60    35.041652    nan
61    35.163948    nan
62    35.242132    nan
63    35.289996    nan
