# k    qy    S_u(qy)
1    0.0490874    4.91307
2    0.0981748    0.224284
3    0.147262    0.0546708
4    0.19635    0.0302285
5    0.245437    0.0152772
6    0.294524    0.0214311
7    0.343612    0.0101957
8    0.392699    0.00549819
9    0.441786    0.00620127
10    0.490874    0.00685873
11    0.539961    0.00693592
12    0.589049    0.00635423
13    0.638136    0.00368499
14    0.687223    0.00644816
15    0.736311    0.00760046
16    0.785398    0.00576604
17    0.834486    0.00212743
18    0.883573    0.00190488
19    0.93266    0.00336697
20    0.981748    0.00357225
21    1.03084    0.00246442
22    1.07992    0.00300783
23    1.12901    0.00334493
24    1.1781    0.00191994
25    1.22718    0.00177838
26    1.27627    0.00172223
27    1.32536    0.00133344
28    1.37445    0.00111191
29    1.42353    0.00143201
30    1.47262    0.000978977
31    1.52171    0.00097051
32    1.5708    0.000871139
33    1.61988    0.0012561
34    1.66897    0.00103096
35    1.71806    0.000770418
36    1.76715    0.000917501
37    1.81623    0.00111121
38    1.86532    0.000628123
39    1.91441    0.00176402
40    1.9635    0.0010203
41    2.01258    0.00114093
42    2.06167    0.000943532
43    2.11076    0.00073837
44    2.15984    0.00110559
45    2.20893    0.000936816
46    2.25802    0.00126244
47    2.30711    0.00141547
48    2.35619    0.00100998
49    2.40528    0.000693669
50    2.45437    0.000988493
51    2.50346    0.000747747
52    2.55254    0.000885049
53    2.60163    0.00108509
54    2.65072    0.00125697
55    2.69981    0.00106467
56    2.74889    0.000684837
57    2.79798    0.000997237
58    2.84707    0.000991434
59    2.89616    0.000641746
60    2.94524    0.000924134
61    2.99433    0.00121829
62    3.04342    0.000725928
63    3.09251    0.000564382
64    3.14159    0.000420022
