# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.142897    0.107750
2    0.304820    0.160100
3    0.516785    0.195911
4    0.777087    0.226631
5    1.073464    0.247114
6    1.429644    0.260076
7    1.837649    0.266680
8    2.296245    nan
9    2.793433    nan
10    3.330921    nan
11    3.907872    nan
12    4.532893    nan
13    5.196189    nan
14    5.902301    nan
15    6.640330    nan
16    7.396195    nan
17    8.172167    nan
18    8.976792    nan
19    9.793200    nan
20    10.631000    nan
21    11.476886    nan
22    12.325109    nan
23    13.166646    nan
24    14.004748    nan
25    14.835278    nan
26    15.655400    nan
27    16.463063    nan
28    17.259051    nan
29    18.036968    nan
30    18.792842    nan
31    19.525988    nan
32    20.246493    nan
33    20.935255    nan
34    21.601003    nan
35    22.238255    nan
36    22.852867    nan
37    23.444291    nan
38    23.998864    nan
39    24.532007    nan
40    25.040390    nan
41    25.526074    nan
42    25.974467    nan
43    26.398012    nan
44    26.790704    nan
45    27.155301    nan
46    27.493275    nan
47    27.808644    nan
48    28.096525    nan
49    28.356330    nan
50    28.596781    nan
51    28.814272    nan
52    29.010719    nan
53    29.186615    nan
54    29.349875    nan
55    29.491937    nan
56    29.616587    nan
57    29.726499    nan
58    29.816685    nan
59    29.893393    nan
60    29.960342    nan
61    29.999772    nan
62    30.025165    nan
63    30.046731    nan
