# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.258261    0.174197
2    0.464303    0.274212
3    0.708176    0.325657
4    0.985358    0.366490
5    1.304577    0.387661
6    1.672590    0.388553
7    2.094819    0.411147
8    2.582838    nan
9    3.114820    nan
10    3.691351    nan
11    4.302951    nan
12    4.962624    nan
13    5.677649    nan
14    6.421974    nan
15    7.197007    nan
16    8.012860    nan
17    8.830883    nan
18    9.672243    nan
19    10.518016    nan
20    11.373468    nan
21    12.252299    nan
22    13.124436    nan
23    13.994946    nan
24    14.869271    nan
25    15.749582    nan
26    16.617549    nan
27    17.484855    nan
28    18.326964    nan
29    19.167182    nan
30    19.982823    nan
31    20.799338    nan
32    21.600995    nan
33    22.371795    nan
34    23.110036    nan
35    23.829770    nan
36    24.515571    nan
37    25.184641    nan
38    25.837865    nan
39    26.465322    nan
40    27.077537    nan
41    27.659969    nan
42    28.204549    nan
43    28.734358    nan
44    29.241707    nan
45    29.729682    nan
46    30.199691    nan
47    30.625453    nan
48    31.041651    nan
49    31.432957    nan
50    31.800288    nan
51    32.121516    nan
52    32.431076    nan
53    32.692835    nan
54    32.939220    nan
55    33.167423    nan
56    33.370890    nan
57    33.554413    nan
58    33.719742    nan
59    33.864450    nan
60    33.987604    nan
61    34.087006    nan
62    34.163375    nan
63    34.201456    nan
