# k    qy    S_u(qy)
1    0.0490874    0.299853
2    0.0981748    0.0949363
3    0.147262    0.0518922
4    0.19635    0.0493827
5    0.245437    0.00409481
6    0.294524    0.0057989
7    0.343612    0.0107226
8    0.392699    0.00103578
9    0.441786    0.00345418
10    0.490874    0.00299317
11    0.539961    0.0028869
12    0.589049    0.0014728
13    0.638136    0.0010334
14    0.687223    0.0018812
15    0.736311    0.00121122
16    0.785398    0.00131351
17    0.834486    0.00175235
18    0.883573    0.0013348
19    0.93266    0.000992921
20    0.981748    0.0011804
21    1.03084    0.00134541
22    1.07992    0.000790073
23    1.12901    0.000628961
24    1.1781    0.000770521
25    1.22718    0.000681228
26    1.27627    0.000871257
27    1.32536    0.000651884
28    1.37445    0.000377548
29    1.42353    0.000469651
30    1.47262    0.000549402
31    1.52171    0.000450913
32    1.5708    0.000470241
33    1.61988    0.000633324
34    1.66897    0.000500908
35    1.71806    0.000556189
36    1.76715    0.00041646
37    1.81623    0.000417206
38    1.86532    0.000547531
39    1.91441    0.000359843
40    1.9635    0.000352272
41    2.01258    0.000287968
42    2.06167    0.000390696
43    2.11076    0.000555676
44    2.15984    0.000398237
45    2.20893    0.000523878
46    2.25802    0.000454623
47    2.30711    0.000205931
48    2.35619    0.000297506
49    2.40528    0.000306495
50    2.45437    0.000398389
51    2.50346    0.000374905
52    2.55254    0.000419093
53    2.60163    0.000402185
54    2.65072    0.00031121
55    2.69981    0.000438151
56    2.74889    0.000275803
57    2.79798    0.000361299
58    2.84707    0.000368602
59    2.89616    0.000371173
60    2.94524    0.000525154
61    2.99433    0.00024466
62    3.04342    0.000256968
63    3.09251    0.000449342
64    3.14159    0.000252847
