# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.318446    0.226294
2    0.502593    0.340760
3    0.649641    0.427263
4    0.815036    0.494943
5    0.976386    0.540396
6    1.176595    0.565311
7    1.387280    0.575371
8    1.581233    nan
9    1.778776    nan
10    1.992871    nan
11    2.257776    nan
12    2.524382    nan
13    2.812029    nan
14    3.123654    nan
15    3.422930    nan
16    3.717053    nan
17    4.042791    nan
18    4.361387    nan
19    4.687007    nan
20    5.023736    nan
21    5.354051    nan
22    5.678222    nan
23    5.981499    nan
24    6.276810    nan
25    6.547187    nan
26    6.799834    nan
27    7.026644    nan
28    7.246883    nan
29    7.482074    nan
30    7.681773    nan
31    7.903032    nan
32    8.103465    nan
33    8.315664    nan
34    8.487324    nan
35    8.617107    nan
36    8.721036    nan
37    8.807048    nan
38    8.870118    nan
39    8.940726    nan
40    8.976147    nan
41    9.012759    nan
42    9.015112    nan
43    9.020055    nan
44    9.007468    nan
45    8.963645    nan
46    8.906094    nan
47    8.834934    nan
48    8.765064    nan
49    8.689022    nan
50    8.633292    nan
51    8.579140    nan
52    8.515750    nan
53    8.440927    nan
54    8.387180    nan
55    8.313977    nan
56    8.249426    nan
57    8.177658    nan
58    8.073192    nan
59    8.015815    nan
60    7.948285    nan
61    7.905909    nan
62    7.857564    nan
63    7.821358    nan
