# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.039099    0.005139
2    0.140137    0.007767
3    0.301900    0.009109
4    0.522505    0.010422
5    0.800403    0.011201
6    1.133851    0.011474
7    1.521162    0.012190
8    1.960660    nan
9    2.448909    nan
10    2.983330    nan
11    3.561134    nan
12    4.180522    nan
13    4.837882    nan
14    5.529719    nan
15    6.253927    nan
16    7.008007    nan
17    7.788326    nan
18    8.592949    nan
19    9.419952    nan
20    10.265456    nan
21    11.126027    nan
22    11.997643    nan
23    12.877428    nan
24    13.762881    nan
25    14.652327    nan
26    15.544248    nan
27    16.436505    nan
28    17.325729    nan
29    18.209826    nan
30    19.087708    nan
31    19.958898    nan
32    20.822192    nan
33    21.676993    nan
34    22.522543    nan
35    23.357344    nan
36    24.180008    nan
37    24.989825    nan
38    25.786288    nan
39    26.568065    nan
40    27.334075    nan
41    28.083405    nan
42    28.814432    nan
43    29.525747    nan
44    30.217177    nan
45    30.888360    nan
46    31.537629    nan
47    32.162128    nan
48    32.761098    nan
49    33.332504    nan
50    33.874989    nan
51    34.386983    nan
52    34.868825    nan
53    35.317901    nan
54    35.733119    nan
55    36.113864    nan
56    36.459225    nan
57    36.767820    nan
58    37.037948    nan
59    37.269112    nan
60    37.459741    nan
61    37.608003    nan
62    37.713510    nan
63    37.776970    nan
