# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.411497    0.272285
2    0.627719    0.432579
3    0.777822    0.557888
4    0.963123    0.634250
5    1.168707    0.674653
6    1.353322    0.708059
7    1.551853    0.722053
8    1.790947    nan
9    2.000735    nan
10    2.206812    nan
11    2.426015    nan
12    2.639635    nan
13    2.868504    nan
14    3.072777    nan
15    3.285608    nan
16    3.497432    nan
17    3.678283    nan
18    3.819047    nan
19    3.975157    nan
20    4.091844    nan
21    4.218246    nan
22    4.325516    nan
23    4.441717    nan
24    4.534957    nan
25    4.623926    nan
26    4.702827    nan
27    4.788430    nan
28    4.849035    nan
29    4.902712    nan
30    4.973403    nan
31    5.039287    nan
32    5.122799    nan
33    5.202430    nan
34    5.285228    nan
35    5.404749    nan
36    5.526087    nan
37    5.667187    nan
38    5.831449    nan
39    5.979064    nan
40    6.127059    nan
41    6.257751    nan
42    6.387367    nan
43    6.524138    nan
44    6.654492    nan
45    6.779486    nan
46    6.895602    nan
47    6.981508    nan
48    7.070757    nan
49    7.148742    nan
50    7.223838    nan
51    7.308771    nan
52    7.370398    nan
53    7.365669    nan
54    7.370002    nan
55    7.363966    nan
56    7.335223    nan
57    7.320149    nan
58    7.308606    nan
59    7.257484    nan
60    7.226238    nan
61    7.245931    nan
62    7.226005    nan
63    7.198228    nan
