# k    qy    S_u(qy)
1    0.0490874    3.36005
2    0.0981748    0.0369771
3    0.147262    0.0537304
4    0.19635    0.00635624
5    0.245437    0.00444409
6    0.294524    0.00546581
7    0.343612    0.0049474
8    0.392699    0.0174665
9    0.441786    0.0112864
10    0.490874    0.0176556
11    0.539961    0.00350891
12    0.589049    0.00961571
13    0.638136    0.00298296
14    0.687223    0.00884324
15    0.736311    0.00503807
16    0.785398    0.00296319
17    0.834486    0.0033463
18    0.883573    0.00872194
19    0.93266    0.00227439
20    0.981748    0.00177564
21    1.03084    0.00302149
22    1.07992    0.0047788
23    1.12901    0.00145475
24    1.1781    0.00280377
25    1.22718    0.00187286
26    1.27627    0.00243074
27    1.32536    0.0020453
28    1.37445    0.00199182
29    1.42353    0.00274292
30    1.47262    0.00200724
31    1.52171    0.00209953
32    1.5708    0.00227659
33    1.61988    0.00151693
34    1.66897    0.00164262
35    1.71806    0.00156674
36    1.76715    0.00179624
37    1.81623    0.00185086
38    1.86532    0.00131418
39    1.91441    0.00103143
40    1.9635    0.00176496
41    2.01258    0.00176876
42    2.06167    0.00155157
43    2.11076    0.00130183
44    2.15984    0.00117834
45    2.20893    0.00111052
46    2.25802    0.00185944
47    2.30711    0.0015446
48    2.35619    0.0010472
49    2.40528    0.000838197
50    2.45437    0.000805877
51    2.50346    0.00102209
52    2.55254    0.00118631
53    2.60163    0.000992508
54    2.65072    0.00179649
55    2.69981    0.00124351
56    2.74889    0.00145206
57    2.79798    0.000921666
58    2.84707    0.000967901
59    2.89616    0.0012004
60    2.94524    0.00142768
61    2.99433    0.00161253
62    3.04342    0.000868342
63    3.09251    0.00141543
64    3.14159    0.00141459
