# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.288620    0.199145
2    0.492697    0.312330
3    0.719695    0.383338
4    0.969073    0.418054
5    1.245362    0.455850
6    1.543414    0.480428
7    1.875519    0.498261
8    2.237523    nan
9    2.617717    nan
10    3.001983    nan
11    3.412203    nan
12    3.821848    nan
13    4.252499    nan
14    4.699616    nan
15    5.150899    nan
16    5.613411    nan
17    6.078899    nan
18    6.531845    nan
19    6.987380    nan
20    7.399207    nan
21    7.804519    nan
22    8.188121    nan
23    8.540815    nan
24    8.882007    nan
25    9.205256    nan
26    9.489299    nan
27    9.767053    nan
28    10.026677    nan
29    10.256415    nan
30    10.476639    nan
31    10.685543    nan
32    10.889582    nan
33    11.067162    nan
34    11.242414    nan
35    11.411219    nan
36    11.575354    nan
37    11.723717    nan
38    11.883430    nan
39    12.042468    nan
40    12.190498    nan
41    12.330081    nan
42    12.479210    nan
43    12.597900    nan
44    12.692074    nan
45    12.762532    nan
46    12.822496    nan
47    12.888261    nan
48    12.925462    nan
49    12.961873    nan
50    13.008671    nan
51    13.045676    nan
52    13.109417    nan
53    13.147643    nan
54    13.184986    nan
55    13.213260    nan
56    13.250674    nan
57    13.271546    nan
58    13.291163    nan
59    13.292389    nan
60    13.274638    nan
61    13.271295    nan
62    13.280593    nan
63    13.278589    nan
