# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.315779    0.218121
2    0.511339    0.345346
3    0.672649    0.418846
4    0.806055    0.449119
5    0.940948    0.465242
6    1.093664    0.484820
7    1.281002    0.492815
8    1.510541    nan
9    1.759420    nan
10    2.009911    nan
11    2.243704    nan
12    2.499042    nan
13    2.765447    nan
14    3.060303    nan
15    3.341418    nan
16    3.628075    nan
17    3.875644    nan
18    4.142223    nan
19    4.375101    nan
20    4.630331    nan
21    4.849353    nan
22    5.066492    nan
23    5.287282    nan
24    5.501542    nan
25    5.712957    nan
26    5.903049    nan
27    6.067475    nan
28    6.177907    nan
29    6.249740    nan
30    6.290979    nan
31    6.324692    nan
32    6.368141    nan
33    6.388572    nan
34    6.351195    nan
35    6.277434    nan
36    6.191779    nan
37    6.105969    nan
38    6.025848    nan
39    5.926323    nan
40    5.779821    nan
41    5.576922    nan
42    5.349786    nan
43    5.117874    nan
44    4.921273    nan
45    4.731053    nan
46    4.519551    nan
47    4.252451    nan
48    3.960904    nan
49    3.702213    nan
50    3.468871    nan
51    3.219306    nan
52    2.971665    nan
53    2.698604    nan
54    2.431578    nan
55    2.196708    nan
56    1.983729    nan
57    1.823491    nan
58    1.625009    nan
59    1.475225    nan
60    1.345835    nan
61    1.242719    nan
62    1.189500    nan
63    1.148164    nan
