# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.165865    0.145251
2    0.282010    0.218574
3    0.396192    0.270946
4    0.507531    0.315173
5    0.604309    0.345245
6    0.718013    0.364898
7    0.847058    0.373727
8    0.984258    nan
9    1.110958    nan
10    1.232381    nan
11    1.350094    nan
12    1.476956    nan
13    1.606919    nan
14    1.746857    nan
15    1.883182    nan
16    2.000053    nan
17    2.103568    nan
18    2.207504    nan
19    2.293374    nan
20    2.384704    nan
21    2.466855    nan
22    2.546397    nan
23    2.616637    nan
24    2.687696    nan
25    2.756523    nan
26    2.831826    nan
27    2.911004    nan
28    2.995300    nan
29    3.077299    nan
30    3.149631    nan
31    3.207503    nan
32    3.268620    nan
33    3.313719    nan
34    3.359743    nan
35    3.404505    nan
36    3.452274    nan
37    3.499532    nan
38    3.526479    nan
39    3.556676    nan
40    3.585123    nan
41    3.617140    nan
42    3.633695    nan
43    3.648897    nan
44    3.651476    nan
45    3.650646    nan
46    3.647238    nan
47    3.648730    nan
48    3.649782    nan
49    3.641555    nan
50    3.636889    nan
51    3.632315    nan
52    3.631304    nan
53    3.634744    nan
54    3.651165    nan
55    3.666402    nan
56    3.681574    nan
57    3.706873    nan
58    3.723832    nan
59    3.739310    nan
60    3.757400    nan
61    3.756140    nan
62    3.753613    nan
63    3.762494    nan
