# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.234106    0.174197
2    0.367637    0.274213
3    0.496383    0.325659
4    0.616934    0.366492
5    0.740549    0.387663
6    0.879883    0.388556
7    1.038930    0.411152
8    1.227511    nan
9    1.426540    nan
10    1.637022    nan
11    1.853203    nan
12    2.089151    nan
13    2.351825    nan
14    2.617215    nan
15    2.892764    nan
16    3.183945    nan
17    3.456906    nan
18    3.738626    nan
19    4.017312    nan
20    4.298738    nan
21    4.596030    nan
22    4.880989    nan
23    5.159055    nan
24    5.444695    nan
25    5.743120    nan
26    6.039025    nan
27    6.344671    nan
28    6.628068    nan
29    6.912748    nan
30    7.179291    nan
31    7.458760    nan
32    7.740057    nan
33    8.009463    nan
34    8.271184    nan
35    8.542181    nan
36    8.807489    nan
37    9.084608    nan
38    9.370455    nan
39    9.654229    nan
40    9.948362    nan
41    10.236639    nan
42    10.505849    nan
43    10.780534    nan
44    11.052968    nan
45    11.327794    nan
46    11.603372    nan
47    11.855351    nan
48    12.116870    nan
49    12.373454    nan
50    12.626135    nan
51    12.851237    nan
52    13.083575    nan
53    13.282023    nan
54    13.473708    nan
55    13.655431    nan
56    13.820082    nan
57    13.971976    nan
58    14.109382    nan
59    14.229770    nan
60    14.330088    nan
61    14.406795    nan
62    14.463444    nan
63    14.484642    nan
