# k    qy    S_u(qy)
1    0.0490874    0.0321995
2    0.0981748    0.0810724
3    0.147262    0.045563
4    0.19635    0.00868063
5    0.245437    0.0158748
6    0.294524    0.0158601
7    0.343612    0.0108185
8    0.392699    0.00669905
9    0.441786    0.00820847
10    0.490874    0.00437217
11    0.539961    0.00462569
12    0.589049    0.00610762
13    0.638136    0.00245978
14    0.687223    0.00398386
15    0.736311    0.00338486
16    0.785398    0.00156213
17    0.834486    0.00206827
18    0.883573    0.00159817
19    0.93266    0.00395525
20    0.981748    0.0023413
21    1.03084    0.00207494
22    1.07992    0.00253081
23    1.12901    0.00153096
24    1.1781    0.00168264
25    1.22718    0.00314144
26    1.27627    0.00169503
27    1.32536    0.0024464
28    1.37445    0.00203097
29    1.42353    0.000961528
30    1.47262    0.00190625
31    1.52171    0.00170713
32    1.5708    0.0012693
33    1.61988    0.00111137
34    1.66897    0.00115841
35    1.71806    0.000688634
36    1.76715    0.00154604
37    1.81623    0.00145603
38    1.86532    0.00147676
39    1.91441    0.00104657
40    1.9635    0.00232916
41    2.01258    0.00128315
42    2.06167    0.00175886
43    2.11076    0.000716635
44    2.15984    0.00192709
45    2.20893    0.00104639
46    2.25802    0.00113166
47    2.30711    0.000988935
48    2.35619    0.00199353
49    2.40528    0.0010427
50    2.45437    0.00139317
51    2.50346    0.00101116
52    2.55254    0.000829353
53    2.60163    0.000672733
54    2.65072    0.00102005
55    2.69981    0.0010682
56    2.74889    0.000662951
57    2.79798    0.00117077
58    2.84707    0.0011829
59    2.89616    0.000827258
60    2.94524    0.00126049
61    2.99433    0.00102646
62    3.04342    0.000564195
63    3.09251    0.00120064
64    3.14159    0.0011057
