# k    qy    S_u(qy)
1    0.0490874    5.16419
2    0.0981748    0.191314
3    0.147262    0.00483822
4    0.19635    0.0349488
5    0.245437    0.00314684
6    0.294524    0.00391983
7    0.343612    0.0065354
8    0.392699    0.00446208
9    0.441786    0.00459384
10    0.490874    0.00199793
11    0.539961    0.00657112
12    0.589049    0.00626256
13    0.638136    0.00222315
14    0.687223    0.00187348
15    0.736311    0.0038318
16    0.785398    0.00266537
17    0.834486    0.00428899
18    0.883573    0.00428826
19    0.93266    0.00137688
20    0.981748    0.00173233
21    1.03084    0.00718662
22    1.07992    0.00174153
23    1.12901    0.0013149
24    1.1781    0.00342404
25    1.22718    0.00109992
26    1.27627    0.00181614
27    1.32536    0.00132422
28    1.37445    0.00138431
29    1.42353    0.00223663
30    1.47262    0.0016625
31    1.52171    0.00110623
32    1.5708    0.00148289
33    1.61988    0.00154654
34    1.66897    0.00137657
35    1.71806    0.00174973
36    1.76715    0.000968055
37    1.81623    0.00175257
38    1.86532    0.00109336
39    1.91441    0.000880893
40    1.9635    0.00131767
41    2.01258    0.00125296
42    2.06167    0.00110163
43    2.11076    0.000820832
44    2.15984    0.00108483
45    2.20893    0.00110013
46    2.25802    0.00118519
47    2.30711    0.000796989
48    2.35619    0.00133033
49    2.40528    0.00079277
50    2.45437    0.000913379
51    2.50346    0.000980477
52    2.55254    0.000686296
53    2.60163    0.00159579
54    2.65072    0.000693324
55    2.69981    0.00129912
56    2.74889    0.000353942
57    2.79798    0.00113409
58    2.84707    0.000657971
59    2.89616    0.00138791
60    2.94524    0.0013421
61    2.99433    0.00104405
62    3.04342    0.000873455
63    3.09251    0.000646417
64    3.14159    0.000512717
