# k    qy    S_u(qy)
1    0.0490874    0.370814
2    0.0981748    0.381883
3    0.147262    0.0374725
4    0.19635    0.0416891
5    0.245437    0.00812248
6    0.294524    0.00487317
7    0.343612    0.00109991
8    0.392699    0.000539185
9    0.441786    0.00180956
10    0.490874    0.00155741
11    0.539961    0.000679675
12    0.589049    0.0014376
13    0.638136    0.000484822
14    0.687223    0.000407015
15    0.736311    0.00119549
16    0.785398    0.000583735
17    0.834486    0.000588009
18    0.883573    0.00074842
19    0.93266    0.000421768
20    0.981748    0.000405385
21    1.03084    0.000324618
22    1.07992    0.000838997
23    1.12901    0.000387537
24    1.1781    0.000407908
25    1.22718    0.00020234
26    1.27627    0.000306601
27    1.32536    0.000345198
28    1.37445    0.000238023
29    1.42353    0.00035751
30    1.47262    0.000272524
31    1.52171    0.000296175
32    1.5708    0.000304052
33    1.61988    0.000239344
34    1.66897    0.000324251
35    1.71806    0.000270761
36    1.76715    0.000208269
37    1.81623    0.000332089
38    1.86532    0.000163856
39    1.91441    0.000126563
40    1.9635    0.000180292
41    2.01258    0.0002491
42    2.06167    0.000192994
43    2.11076    0.000228487
44    2.15984    0.000183698
45    2.20893    0.00026064
46    2.25802    0.000292669
47    2.30711    0.000235643
48    2.35619    0.000173764
49    2.40528    0.000139529
50    2.45437    0.000106181
51    2.50346    0.000183603
52    2.55254    0.000191828
53    2.60163    0.000127124
54    2.65072    0.000256092
55    2.69981    0.000184983
56    2.74889    0.000217008
57    2.79798    0.000111701
58    2.84707    0.000195786
59    2.89616    0.000144221
60    2.94524    0.000201273
61    2.99433    0.000187596
62    3.04342    0.000111481
63    3.09251    0.000218817
64    3.14159    0.000225373
