# k    qy    S_u(qy)
1    0.0490874    0.963786
2    0.0981748    0.131628
3    0.147262    0.168743
4    0.19635    0.0105377
5    0.245437    0.011701
6    0.294524    0.00419017
7    0.343612    0.00295876
8    0.392699    0.0047433
9    0.441786    0.00662976
10    0.490874    0.00550607
11    0.539961    0.00254695
12    0.589049    0.00175098
13    0.638136    0.00235844
14    0.687223    0.00279567
15    0.736311    0.00230564
16    0.785398    0.00253413
17    0.834486    0.0020434
18    0.883573    0.00182595
19    0.93266    0.00239037
20    0.981748    0.00173987
21    1.03084    0.0017012
22    1.07992    0.00136985
23    1.12901    0.00178617
24    1.1781    0.000975948
25    1.22718    0.000888031
26    1.27627    0.00109785
27    1.32536    0.000785367
28    1.37445    0.0013341
29    1.42353    0.000819057
30    1.47262    0.000921617
31    1.52171    0.000976947
32    1.5708    0.000815569
33    1.61988    0.000652228
34    1.66897    0.00123336
35    1.71806    0.000711261
36    1.76715    0.000674272
37    1.81623    0.000755524
38    1.86532    0.00106498
39    1.91441    0.000669926
40    1.9635    0.000836425
41    2.01258    0.000510406
42    2.06167    0.00082075
43    2.11076    0.000769608
44    2.15984    0.000810844
45    2.20893    0.000746468
46    2.25802    0.000278164
47    2.30711    0.000522416
48    2.35619    0.000638197
49    2.40528    0.000689107
50    2.45437    0.000921988
51    2.50346    0.000688793
52    2.55254    0.00047814
53    2.60163    0.000829455
54    2.65072    0.000467085
55    2.69981    0.000670131
56    2.74889    0.000618621
57    2.79798    0.000489678
58    2.84707    0.000858999
59    2.89616    0.000536804
60    2.94524    0.000523454
61    2.99433    0.000507484
62    3.04342    0.00065571
63    3.09251    0.000922996
64    3.14159    0.00049537
