# k    qy    S_u(qy)
1    0.0490874    3.6702
2    0.0981748    0.124703
3    0.147262    0.0384498
4    0.19635    0.00555709
5    0.245437    0.00173041
6    0.294524    0.00575668
7    0.343612    0.00272592
8    0.392699    0.00552999
9    0.441786    0.00220632
10    0.490874    0.0023294
11    0.539961    0.00587776
12    0.589049    0.00132285
13    0.638136    0.00363527
14    0.687223    0.00224645
15    0.736311    0.00195488
16    0.785398    0.00132251
17    0.834486    0.00164058
18    0.883573    0.00247811
19    0.93266    0.00185773
20    0.981748    0.00129611
21    1.03084    0.00181228
22    1.07992    0.00111371
23    1.12901    0.000992813
24    1.1781    0.00124729
25    1.22718    0.00118177
26    1.27627    0.00209715
27    1.32536    0.000727782
28    1.37445    0.00100618
29    1.42353    0.00077191
30    1.47262    0.00103615
31    1.52171    0.000882701
32    1.5708    0.000983156
33    1.61988    0.000672489
34    1.66897    0.000956289
35    1.71806    0.000990633
36    1.76715    0.000932807
37    1.81623    0.00103716
38    1.86532    0.000714217
39    1.91441    0.000834003
40    1.9635    0.000520774
41    2.01258    0.00124686
42    2.06167    0.000619
43    2.11076    0.00127795
44    2.15984    0.000558492
45    2.20893    0.0006973
46    2.25802    0.000540826
47    2.30711    0.000427052
48    2.35619    0.000379424
49    2.40528    0.000713073
50    2.45437    0.000640654
51    2.50346    0.000609564
52    2.55254    0.000597259
53    2.60163    0.000767148
54    2.65072    0.000537272
55    2.69981    0.000494632
56    2.74889    0.000455527
57    2.79798    0.00073111
58    2.84707    0.000605396
59    2.89616    0.000507214
60    2.94524    0.000537099
61    2.99433    0.000436957
62    3.04342    0.000433377
63    3.09251    0.000772306
64    3.14159    0.000690192
