# k    qy    S_u(qy)
1    0.0245437    5.42142
2    0.0490874    0.890602
3    0.0736311    0.00846784
4    0.0981748    0.232511
5    0.122718    0.0364849
6    0.147262    0.025515
7    0.171806    0.00532305
8    0.19635    0.0388369
9    0.220893    0.0189242
10    0.245437    0.00777101
11    0.269981    0.00240089
12    0.294524    0.00581014
13    0.319068    0.00384228
14    0.343612    0.00127218
15    0.368155    0.00284052
16    0.392699    0.00187698
17    0.417243    0.00229957
18    0.441786    0.00329942
19    0.46633    0.00607877
20    0.490874    0.00128641
21    0.515418    0.00551899
22    0.539961    0.0025968
23    0.564505    0.00149747
24    0.589049    0.00496423
25    0.613592    0.000774586
26    0.638136    0.00321838
27    0.66268    0.00153653
28    0.687223    0.00163598
29    0.711767    0.00109264
30    0.736311    0.00151684
31    0.760854    0.00141627
32    0.785398    0.000916471
33    0.809942    0.000642445
34    0.834486    0.00148488
35    0.859029    0.000827546
36    0.883573    0.00188292
37    0.908117    0.00108606
38    0.93266    0.00138058
39    0.957204    0.00176368
40    0.981748    0.000819391
41    1.00629    0.00126283
42    1.03084    0.00176378
43    1.05538    0.000952047
44    1.07992    0.00113367
45    1.10447    0.000531848
46    1.12901    0.0011162
47    1.15355    0.00103348
48    1.1781    0.0010548
49    1.20264    0.000508372
50    1.22718    0.000884076
51    1.25173    0.000856822
52    1.27627    0.00100785
53    1.30082    0.000810842
54    1.32536    0.000901195
55    1.3499    0.00083971
56    1.37445    0.000608198
57    1.39899    0.000794467
58    1.42353    0.000568373
59    1.44808    0.000727768
60    1.47262    0.000423248
61    1.49717    0.000552913
62    1.52171    0.000528467
63    1.54625    0.000453421
64    1.5708    0.000563891
65    1.59534    0.000562213
66    1.61988    0.0008148
67    1.64443    0.000756758
68    1.66897    0.000836321
69    1.69351    0.000783639
70    1.71806    0.000435937
71    1.7426    0.00027827
72    1.76715    0.000615726
73    1.79169    0.000695154
74    1.81623    0.000569835
75    1.84078    0.000692209
76    1.86532    0.000654011
77    1.88986    0.000981361
78    1.91441    0.000477583
79    1.93895    0.000525445
80    1.9635    0.000579512
81    1.98804    0.000890245
82    2.01258    0.000575165
83    2.03713    0.000736974
84    2.06167    0.000566394
85    2.08621    0.000667828
86    2.11076    0.00045698
87    2.1353    0.000743352
88    2.15984    0.000764197
89    2.18439    0.000676213
90    2.20893    0.000709417
91    2.23348    0.000446546
92    2.25802    0.000685044
93    2.28256    0.000405673
94    2.30711    0.000434828
95    2.33165    0.00051053
96    2.35619    0.000456781
97    2.38074    0.000489892
98    2.40528    0.000828992
99    2.42983    0.000497722
100    2.45437    0.000465518
101    2.47891    0.000723445
102    2.50346    0.000718839
103    2.528    0.000737027
104    2.55254    0.000472825
105    2.57709    0.000338216
106    2.60163    0.000439464
107    2.62618    0.000505879
108    2.65072    0.000590294
109    2.67526    0.000567211
110    2.69981    0.000426894
111    2.72435    0.00051937
112    2.74889    0.000457288
113    2.77344    0.000596325
114    2.79798    0.000500569
115    2.82252    0.000615797
116    2.84707    0.000408983
117    2.87161    0.000400571
118    2.89616    0.000512933
119    2.9207    0.000545184
120    2.94524    0.000294951
121    2.96979    0.000405183
122    2.99433    0.000554351
123    3.01887    0.000509615
124    3.04342    0.000728555
125    3.06796    0.000673067
126    3.09251    0.000594023
127    3.11705    0.000514068
128    3.14159    0.00054031
