# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.397379    0.254291
2    0.588365    0.409090
3    0.747224    0.507707
4    0.864552    0.564641
5    0.999094    0.583877
6    1.166375    0.610700
7    1.337385    0.616371
8    1.500283    nan
9    1.672224    nan
10    1.874349    nan
11    2.081064    nan
12    2.278216    nan
13    2.428120    nan
14    2.628269    nan
15    2.833759    nan
16    3.016353    nan
17    3.210209    nan
18    3.400693    nan
19    3.585886    nan
20    3.764865    nan
21    3.947048    nan
22    4.085074    nan
23    4.280995    nan
24    4.504143    nan
25    4.754544    nan
26    5.019109    nan
27    5.268246    nan
28    5.523826    nan
29    5.774264    nan
30    6.086657    nan
31    6.402433    nan
32    6.724101    nan
33    6.997470    nan
34    7.294240    nan
35    7.589964    nan
36    7.855853    nan
37    8.082858    nan
38    8.311730    nan
39    8.535205    nan
40    8.762893    nan
41    8.944683    nan
42    9.084987    nan
43    9.244036    nan
44    9.395958    nan
45    9.533833    nan
46    9.652358    nan
47    9.751614    nan
48    9.883152    nan
49    10.017461    nan
50    10.145692    nan
51    10.233894    nan
52    10.315716    nan
53    10.442464    nan
54    10.571245    nan
55    10.686937    nan
56    10.822819    nan
57    10.893667    nan
58    11.010419    nan
59    11.106201    nan
60    11.161393    nan
61    11.231121    nan
62    11.276506    nan
63    11.312605    nan
