# k    qy    S_u(qy)
1    0.0490874    0.263858
2    0.0981748    0.17175
3    0.147262    0.0380054
4    0.19635    0.0302573
5    0.245437    0.0153646
6    0.294524    0.0146266
7    0.343612    0.0211496
8    0.392699    0.0124546
9    0.441786    0.0202561
10    0.490874    0.00846547
11    0.539961    0.0041364
12    0.589049    0.0033114
13    0.638136    0.00579783
14    0.687223    0.00357871
15    0.736311    0.00384946
16    0.785398    0.00517272
17    0.834486    0.00468583
18    0.883573    0.00447536
19    0.93266    0.00334237
20    0.981748    0.00249238
21    1.03084    0.0031258
22    1.07992    0.00295411
23    1.12901    0.00266362
24    1.1781    0.00155997
25    1.22718    0.00166002
26    1.27627    0.00165953
27    1.32536    0.00158719
28    1.37445    0.00271785
29    1.42353    0.00126223
30    1.47262    0.00232363
31    1.52171    0.00219273
32    1.5708    0.00161043
33    1.61988    0.00166568
34    1.66897    0.00259867
35    1.71806    0.0010071
36    1.76715    0.00100197
37    1.81623    0.00160316
38    1.86532    0.00269853
39    1.91441    0.00138114
40    1.9635    0.00181854
41    2.01258    0.00152912
42    2.06167    0.00185166
43    2.11076    0.00141113
44    2.15984    0.00131914
45    2.20893    0.00152138
46    2.25802    0.000605552
47    2.30711    0.00105344
48    2.35619    0.00130887
49    2.40528    0.00100629
50    2.45437    0.00179029
51    2.50346    0.00156185
52    2.55254    0.00121925
53    2.60163    0.00171414
54    2.65072    0.000858026
55    2.69981    0.00117593
56    2.74889    0.00146033
57    2.79798    0.000948398
58    2.84707    0.0013453
59    2.89616    0.00116705
60    2.94524    0.00107802
61    2.99433    0.000915017
62    3.04342    0.00177354
63    3.09251    0.00148115
64    3.14159    0.0012191
