# k    qy    S_u(qy)
1    0.0490874    0.230067
2    0.0981748    0.224983
3    0.147262    0.144796
4    0.19635    0.0230228
5    0.245437    0.00438041
6    0.294524    0.0234905
7    0.343612    0.0195001
8    0.392699    0.00623798
9    0.441786    0.00379477
10    0.490874    0.00174633
11    0.539961    0.00735549
12    0.589049    0.00831219
13    0.638136    0.00215142
14    0.687223    0.00354115
15    0.736311    0.00417405
16    0.785398    0.00308174
17    0.834486    0.00527911
18    0.883573    0.00522854
19    0.93266    0.001806
20    0.981748    0.00254992
21    1.03084    0.00786455
22    1.07992    0.00177443
23    1.12901    0.00159727
24    1.1781    0.0036222
25    1.22718    0.00128198
26    1.27627    0.00246767
27    1.32536    0.00146951
28    1.37445    0.0015201
29    1.42353    0.00248908
30    1.47262    0.00187697
31    1.52171    0.00125918
32    1.5708    0.00184075
33    1.61988    0.00186234
34    1.66897    0.0014083
35    1.71806    0.00202229
36    1.76715    0.00113707
37    1.81623    0.00190152
38    1.86532    0.00131581
39    1.91441    0.00108872
40    1.9635    0.00154985
41    2.01258    0.00144193
42    2.06167    0.00128959
43    2.11076    0.000955773
44    2.15984    0.00128802
45    2.20893    0.0011272
46    2.25802    0.00144404
47    2.30711    0.000983626
48    2.35619    0.00146641
49    2.40528    0.000882006
50    2.45437    0.00104982
51    2.50346    0.00111774
52    2.55254    0.000752509
53    2.60163    0.0017725
54    2.65072    0.000729514
55    2.69981    0.00149641
56    2.74889    0.000367273
57    2.79798    0.00122048
58    2.84707    0.000763728
59    2.89616    0.00151999
60    2.94524    0.00147139
61    2.99433    0.00112455
62    3.04342    0.00100813
63    3.09251    0.000671989
64    3.14159    0.000589151
