# k    qy    S_u(qy)
1    0.0490874    0.0212107
2    0.0981748    0.334623
3    0.147262    0.0782831
4    0.19635    0.0207577
5    0.245437    0.0230549
6    0.294524    0.00332554
7    0.343612    0.00505617
8    0.392699    0.00401522
9    0.441786    0.00433326
10    0.490874    0.00136474
11    0.539961    0.00215497
12    0.589049    0.002581
13    0.638136    0.0019924
14    0.687223    0.00115147
15    0.736311    0.00193354
16    0.785398    0.00166146
17    0.834486    0.00203074
18    0.883573    0.00232345
19    0.93266    0.000974788
20    0.981748    0.000873188
21    1.03084    0.00376088
22    1.07992    0.0010821
23    1.12901    0.000759649
24    1.1781    0.0016556
25    1.22718    0.000612515
26    1.27627    0.000898037
27    1.32536    0.00102073
28    1.37445    0.000707872
29    1.42353    0.000976588
30    1.47262    0.000888525
31    1.52171    0.000635472
32    1.5708    0.000757106
33    1.61988    0.000828063
34    1.66897    0.000703557
35    1.71806    0.000986014
36    1.76715    0.000470926
37    1.81623    0.000902112
38    1.86532    0.000437256
39    1.91441    0.000523331
40    1.9635    0.000651681
41    2.01258    0.000676562
42    2.06167    0.000523014
43    2.11076    0.000467775
44    2.15984    0.000477669
45    2.20893    0.000572522
46    2.25802    0.000564865
47    2.30711    0.00039573
48    2.35619    0.000629165
49    2.40528    0.000386465
50    2.45437    0.000425935
51    2.50346    0.000431712
52    2.55254    0.000371423
53    2.60163    0.000701817
54    2.65072    0.000304004
55    2.69981    0.000588385
56    2.74889    0.000219217
57    2.79798    0.000524018
58    2.84707    0.000299425
59    2.89616    0.00071328
60    2.94524    0.000687211
61    2.99433    0.000561141
62    3.04342    0.000424713
63    3.09251    0.000282805
64    3.14159    0.000339132
