# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.390139    0.249300
2    0.603970    0.411468
3    0.751012    0.507627
4    0.852277    0.551779
5    0.928771    0.576673
6    1.008368    0.602076
7    1.110722    0.615168
8    1.250236    nan
9    1.393066    nan
10    1.523764    nan
11    1.622477    nan
12    1.745769    nan
13    1.877340    nan
14    2.046700    nan
15    2.212969    nan
16    2.390269    nan
17    2.524769    nan
18    2.683995    nan
19    2.817281    nan
20    2.983865    nan
21    3.120938    nan
22    3.257886    nan
23    3.410077    nan
24    3.573721    nan
25    3.763942    nan
26    3.954431    nan
27    4.134315    nan
28    4.258308    nan
29    4.352165    nan
30    4.417918    nan
31    4.487275    nan
32    4.594523    nan
33    4.694310    nan
34    4.741383    nan
35    4.773159    nan
36    4.822490    nan
37    4.907857    nan
38    5.030149    nan
39    5.159758    nan
40    5.253697    nan
41    5.291648    nan
42    5.302843    nan
43    5.315916    nan
44    5.381069    nan
45    5.475172    nan
46    5.555039    nan
47    5.574373    nan
48    5.579390    nan
49    5.625868    nan
50    5.703938    nan
51    5.757801    nan
52    5.802706    nan
53    5.802714    nan
54    5.797210    nan
55    5.816363    nan
56    5.846533    nan
57    5.917462    nan
58    5.918077    nan
59    5.960675    nan
60    5.995137    nan
61    6.025179    nan
62    6.080704    nan
63    6.105216    nan
