# k    qy    S_u(qy)
1    0.0490874    0.952415
2    0.0981748    0.181192
3    0.147262    0.0215765
4    0.19635    0.0132271
5    0.245437    0.0124368
6    0.294524    0.000449387
7    0.343612    0.00280215
8    0.392699    0.000141346
9    0.441786    0.00116105
10    0.490874    0.00130844
11    0.539961    0.000191624
12    0.589049    0.000121235
13    0.638136    6.966e-05
14    0.687223    0.000137205
15    0.736311    6.10198e-05
16    0.785398    9.16839e-05
17    0.834486    9.96037e-05
18    0.883573    9.74464e-05
19    0.93266    9.74784e-05
20    0.981748    4.73389e-05
21    1.03084    4.64472e-05
22    1.07992    5.76738e-05
23    1.12901    5.81464e-05
24    1.1781    9.85521e-05
25    1.22718    4.20007e-05
26    1.27627    6.17591e-05
27    1.32536    6.46247e-05
28    1.37445    3.07564e-05
29    1.42353    1.75735e-05
30    1.47262    3.2056e-05
31    1.52171    3.56594e-05
32    1.5708    2.52521e-05
33    1.61988    1.69422e-05
34    1.66897    2.13889e-05
35    1.71806    2.788e-05
36    1.76715    1.25348e-05
37    1.81623    1.42327e-05
38    1.86532    2.59828e-05
39    1.91441    3.02608e-05
40    1.9635    2.57863e-05
41    2.01258    1.75672e-05
42    2.06167    2.60212e-05
43    2.11076    2.09313e-05
44    2.15984    1.52706e-05
45    2.20893    1.62873e-05
46    2.25802    1.10006e-05
47    2.30711    1.87601e-05
48    2.35619    7.86244e-06
49    2.40528    1.5078e-05
50    2.45437    1.54655e-05
51    2.50346    1.80956e-05
52    2.55254    1.32739e-05
53    2.60163    1.82788e-05
54    2.65072    1.47871e-05
55    2.69981    9.16862e-06
56    2.74889    1.85065e-05
57    2.79798    2.23334e-05
58    2.84707    2.05463e-05
59    2.89616    2.11591e-05
60    2.94524    1.32161e-05
61    2.99433    1.48051e-05
62    3.04342    1.41654e-05
63    3.09251    2.42932e-05
64    3.14159    7.37901e-06
