# k    qy    S_u(qy)
1    0.0122718    16.8554
2    0.0245437    0.0104948
3    0.0368155    0.285082
4    0.0490874    0.144137
5    0.0613592    0.114011
6    0.0736311    0.0244184
7    0.0859029    0.0473958
8    0.0981748    0.0127324
9    0.110447    0.0402032
10    0.122718    0.0161405
11    0.13499    0.0592794
12    0.147262    0.00601808
13    0.159534    0.00695903
14    0.171806    0.00355712
15    0.184078    0.0184613
16    0.19635    0.00294116
17    0.208621    0.00440659
18    0.220893    0.00327679
19    0.233165    0.00219677
20    0.245437    0.00224306
21    0.257709    0.00166313
22    0.269981    0.00530739
23    0.282252    0.00193284
24    0.294524    0.00220103
25    0.306796    0.00206058
26    0.319068    0.0016388
27    0.33134    0.00205465
28    0.343612    0.0026571
29    0.355884    0.000754628
30    0.368155    0.00132227
31    0.380427    0.00114536
32    0.392699    0.00133723
33    0.404971    0.00142175
34    0.417243    0.000785298
35    0.429515    0.00124914
36    0.441786    0.00149338
37    0.454058    0.00110824
38    0.46633    0.000883724
39    0.478602    0.00187792
40    0.490874    0.00086783
41    0.503146    0.000747791
42    0.515418    0.00145119
43    0.527689    0.000659238
44    0.539961    0.000570119
45    0.552233    0.000713118
46    0.564505    0.000835878
47    0.576777    0.000599731
48    0.589049    0.000910367
49    0.60132    0.000671577
50    0.613592    0.000665804
51    0.625864    0.000525634
52    0.638136    0.000931077
53    0.650408    0.000586616
54    0.66268    0.000581756
55    0.674952    0.000593555
56    0.687223    0.00120775
57    0.699495    0.000482304
58    0.711767    0.000769717
59    0.724039    0.000851012
60    0.736311    0.00061898
61    0.748583    0.000390076
62    0.760854    0.00039501
63    0.773126    0.000574712
64    0.785398    0.000387987
65    0.79767    0.000431433
66    0.809942    0.000535627
67    0.822214    0.000412267
68    0.834486    0.000469574
69    0.846757    0.000491246
70    0.859029    0.00044044
71    0.871301    0.000549149
72    0.883573    0.000493707
73    0.895845    0.000335906
74    0.908117    0.0003846
75    0.920388    0.000451982
76    0.93266    0.00043856
77    0.944932    0.000309283
78    0.957204    0.000687231
79    0.969476    0.0005832
80    0.981748    0.000506323
81    0.99402    0.000493106
82    1.00629    0.000513512
83    1.01856    0.000421439
84    1.03084    0.000474715
85    1.04311    0.000572195
86    1.05538    0.000224216
87    1.06765    0.000301982
88    1.07992    0.000259861
89    1.09219    0.000351751
90    1.10447    0.00023949
91    1.11674    0.000555833
92    1.12901    0.000293907
93    1.14128    0.00026809
94    1.15355    0.000364574
95    1.16583    0.000380797
96    1.1781    0.00041437
97    1.19037    0.00032458
98    1.20264    0.00025758
99    1.21491    0.000320937
100    1.22718    0.000445342
101    1.23946    0.000254846
102    1.25173    0.000325955
103    1.264    0.000274436
104    1.27627    0.00049157
105    1.28854    0.000283588
106    1.30082    0.000324396
107    1.31309    0.000266438
108    1.32536    0.000327509
109    1.33763    0.000278261
110    1.3499    0.000318689
111    1.36217    0.000218513
112    1.37445    0.000272286
113    1.38672    0.000304314
114    1.39899    0.000268425
115    1.41126    0.000297551
116    1.42353    0.00032577
117    1.43581    0.000244842
118    1.44808    0.00034098
119    1.46035    0.00033186
120    1.47262    0.000176809
121    1.48489    0.000320844
122    1.49717    0.000307577
123    1.50944    0.000296173
124    1.52171    0.000218485
125    1.53398    0.000235484
126    1.54625    0.000259984
127    1.55852    0.000276238
128    1.5708    0.000269743
129    1.58307    0.000308857
130    1.59534    0.000260023
131    1.60761    0.000222584
132    1.61988    0.000184428
133    1.63216    0.000211901
134    1.64443    0.000321786
135    1.6567    0.000175155
136    1.66897    0.000198243
137    1.68124    0.000190094
138    1.69351    0.000207191
139    1.70579    0.000269612
140    1.71806    0.000233003
141    1.73033    0.000176774
142    1.7426    0.00018491
143    1.75487    0.000192944
144    1.76715    0.000220462
145    1.77942    0.000272743
146    1.79169    0.000235044
147    1.80396    0.00012872
148    1.81623    0.000170637
149    1.82851    0.000232963
150    1.84078    0.000269851
151    1.85305    0.000202903
152    1.86532    0.000207839
153    1.87759    0.00018553
154    1.88986    0.000176832
155    1.90214    0.000240372
156    1.91441    0.000234011
157    1.92668    0.000141854
158    1.93895    0.000153037
159    1.95122    0.000208032
160    1.9635    0.000252894
161    1.97577    0.000256631
162    1.98804    0.000235894
163    2.00031    0.000281043
164    2.01258    0.000201745
165    2.02485    0.00022382
166    2.03713    0.000250254
167    2.0494    0.000197171
168    2.06167    0.000232013
169    2.07394    0.000191077
170    2.08621    0.000267034
171    2.09849    0.00021569
172    2.11076    0.000202043
173    2.12303    0.000219567
174    2.1353    0.000220387
175    2.14757    0.00017225
176    2.15984    0.000189146
177    2.17212    0.000158789
178    2.18439    0.000210423
179    2.19666    0.000169765
180    2.20893    0.000224631
181    2.2212    0.000175303
182    2.23348    0.000193189
183    2.24575    0.000177896
184    2.25802    0.000206631
185    2.27029    0.000158365
186    2.28256    0.000166462
187    2.29484    0.000146871
188    2.30711    0.000237015
189    2.31938    0.000130651
190    2.33165    0.000175588
191    2.34392    0.000152449
192    2.35619    0.000145256
193    2.36847    0.000213463
194    2.38074    0.000143072
195    2.39301    0.000207345
196    2.40528    0.000233062
197    2.41755    0.000173314
198    2.42983    0.000185943
199    2.4421    0.000164206
200    2.45437    0.000132997
201    2.46664    0.000152729
202    2.47891    0.000215046
203    2.49118    0.000139892
204    2.50346    0.000194727
205    2.51573    0.000125802
206    2.528    0.000198459
207    2.54027    0.000145819
208    2.55254    0.000178331
209    2.56482    0.00020239
210    2.57709    0.000193828
211    2.58936    0.000163464
212    2.60163    0.000118465
213    2.6139    0.000175701
214    2.62618    0.000134065
215    2.63845    0.00013151
216    2.65072    0.000176227
217    2.66299    0.000123775
218    2.67526    0.000140198
219    2.68753    0.000170514
220    2.69981    0.000166951
221    2.71208    0.000195385
222    2.72435    0.000222287
223    2.73662    0.000116257
224    2.74889    0.000133565
225    2.76117    0.000150588
226    2.77344    0.000199325
227    2.78571    0.000174456
228    2.79798    0.00017082
229    2.81025    0.000179044
230    2.82252    0.000189514
231    2.8348    0.000171007
232    2.84707    0.00010842
233    2.85934    0.000194697
234    2.87161    0.000163021
235    2.88388    9.92826e-05
236    2.89616    0.00015572
237    2.90843    0.000147152
238    2.9207    0.000198265
239    2.93297    0.000139418
240    2.94524    0.000181238
241    2.95751    0.000169162
242    2.96979    0.000152496
243    2.98206    0.000194855
244    2.99433    0.000179272
245    3.0066    0.000160466
246    3.01887    0.000174023
247    3.03115    0.000141124
248    3.04342    0.000136651
249    3.05569    0.000115172
250    3.06796    0.00018928
251    3.08023    0.000149791
252    3.09251    0.000164983
253    3.10478    0.000134975
254    3.11705    0.000144957
255    3.12932    0.000118633
256    3.14159    0.000143409
