# r    B_y(Along Chain)    B_x(Across Chains)
0    0.000000    0.000000
1    0.249146    0.191060
2    0.417341    0.293282
3    0.585837    0.356352
4    0.778005    0.403822
5    0.993065    0.441868
6    1.236094    0.473211
7    1.511033    0.498724
8    1.810917    0.519102
9    2.131906    0.538071
10    2.487153    0.551413
11    2.864232    0.561831
12    3.262194    0.572311
13    3.686574    0.578396
14    4.141724    0.580725
15    4.609923    0.581606
16    5.101154    nan
17    5.612268    nan
18    6.142787    nan
19    6.697972    nan
20    7.277357    nan
21    7.876572    nan
22    8.499394    nan
23    9.134816    nan
24    9.784917    nan
25    10.448684    nan
26    11.140612    nan
27    11.850995    nan
28    12.584154    nan
29    13.335602    nan
30    14.103934    nan
31    14.884549    nan
32    15.680439    nan
33    16.491601    nan
34    17.306763    nan
35    18.135030    nan
36    18.969130    nan
37    19.811967    nan
38    20.667131    nan
39    21.534813    nan
40    22.417224    nan
41    23.313385    nan
42    24.216172    nan
43    25.129613    nan
44    26.050721    nan
45    26.994372    nan
46    27.954643    nan
47    28.920812    nan
48    29.903908    nan
49    30.896038    nan
50    31.900410    nan
51    32.914520    nan
52    33.946929    nan
53    34.989301    nan
54    36.044722    nan
55    37.111113    nan
56    38.186666    nan
57    39.273199    nan
58    40.371813    nan
59    41.479341    nan
60    42.594576    nan
61    43.724616    nan
62    44.868913    nan
63    46.021095    nan
64    47.190629    nan
65    48.365584    nan
66    49.551755    nan
67    50.743995    nan
68    51.944327    nan
69    53.150068    nan
70    54.358216    nan
71    55.566173    nan
72    56.777786    nan
73    57.988704    nan
74    59.203289    nan
75    60.419567    nan
76    61.632421    nan
77    62.844658    nan
78    64.052688    nan
79    65.257767    nan
80    66.465226    nan
81    67.665545    nan
82    68.861130    nan
83    70.045498    nan
84    71.223999    nan
85    72.402654    nan
86    73.578077    nan
87    74.754719    nan
88    75.921145    nan
89    77.092367    nan
90    78.263829    nan
91    79.436456    nan
92    80.609635    nan
93    81.791380    nan
94    82.971344    nan
95    84.143227    nan
96    85.321786    nan
97    86.507644    nan
98    87.692883    nan
99    88.877747    nan
100    90.066458    nan
101    91.253431    nan
102    92.431223    nan
103    93.613076    nan
104    94.797990    nan
105    95.980345    nan
106    97.156778    nan
107    98.335147    nan
108    99.512545    nan
109    100.690507    nan
110    101.875244    nan
111    103.058054    nan
112    104.239944    nan
113    105.428887    nan
114    106.622492    nan
115    107.822123    nan
116    109.022294    nan
117    110.226689    nan
118    111.438466    nan
119    112.662076    nan
120    113.890284    nan
121    115.124835    nan
122    116.361958    nan
123    117.606998    nan
124    118.859039    nan
125    120.105858    nan
126    121.355331    nan
127    122.600375    nan
128    123.849816    nan
129    125.094878    nan
130    126.348597    nan
131    127.606700    nan
132    128.865718    nan
133    130.124227    nan
134    131.381022    nan
135    132.644294    nan
136    133.904933    nan
137    135.164643    nan
138    136.422951    nan
139    137.685638    nan
140    138.949277    nan
141    140.203169    nan
142    141.452368    nan
143    142.695913    nan
144    143.932214    nan
145    145.166185    nan
146    146.406297    nan
147    147.639545    nan
148    148.878665    nan
149    150.112497    nan
150    151.342805    nan
151    152.569077    nan
152    153.795493    nan
153    155.017761    nan
154    156.229318    nan
155    157.441813    nan
156    158.652802    nan
157    159.867339    nan
158    161.087211    nan
159    162.312921    nan
160    163.536914    nan
161    164.758449    nan
162    165.975530    nan
163    167.193006    nan
164    168.409158    nan
165    169.632452    nan
166    170.851928    nan
167    172.065515    nan
168    173.271523    nan
169    174.477991    nan
170    175.683945    nan
171    176.885653    nan
172    178.084577    nan
173    179.279785    nan
174    180.479425    nan
175    181.673008    nan
176    182.864998    nan
177    184.053340    nan
178    185.236454    nan
179    186.418663    nan
180    187.590680    nan
181    188.766901    nan
182    189.941279    nan
183    191.113030    nan
184    192.283148    nan
185    193.443822    nan
186    194.601909    nan
187    195.755638    nan
188    196.902986    nan
189    198.039313    nan
190    199.162120    nan
191    200.271085    nan
192    201.374143    nan
193    202.462682    nan
194    203.534188    nan
195    204.595014    nan
196    205.644684    nan
197    206.684069    nan
198    207.704967    nan
199    208.711290    nan
200    209.704725    nan
201    210.675881    nan
202    211.630427    nan
203    212.572545    nan
204    213.493873    nan
205    214.405338    nan
206    215.293020    nan
207    216.165287    nan
208    217.028500    nan
209    217.879157    nan
210    218.715571    nan
211    219.539076    nan
212    220.352175    nan
213    221.144308    nan
214    221.923533    nan
215    222.683120    nan
216    223.427003    nan
217    224.153478    nan
218    224.869595    nan
219    225.573233    nan
220    226.264396    nan
221    226.939458    nan
222    227.603541    nan
223    228.251922    nan
224    228.888741    nan
225    229.512769    nan
226    230.123697    nan
227    230.728061    nan
228    231.308449    nan
229    231.877453    nan
230    232.434066    nan
231    232.975742    nan
232    233.505796    nan
233    234.015694    nan
234    234.510402    nan
235    234.985461    nan
236    235.445095    nan
237    235.899915    nan
238    236.341326    nan
239    236.763759    nan
240    237.163312    nan
241    237.538535    nan
242    237.895752    nan
243    238.235183    nan
244    238.547131    nan
245    238.831571    nan
246    239.093211    nan
247    239.334971    nan
248    239.555692    nan
249    239.756412    nan
250    239.926874    nan
251    240.069958    nan
252    240.185310    nan
253    240.271386    nan
254    240.331960    nan
255    240.368312    nan
